Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	Begin File	subtipos
18	Spectrogram 1	1	24.790206256	24.798598594	55474.8	65164.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
19	Spectrogram 1	1	24.801313763	24.813655437	46269.4	62984.5	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
20	Spectrogram 1	1	26.829789773	26.838922612	63226.7	74854.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
21	Spectrogram 1	1	28.198480468	28.217486646	50872.1	56201.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
22	Spectrogram 1	1	28.603534023	28.611185861	70009.7	79215.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
23	Spectrogram 1	1	29.728106597	29.748100110	46996.1	54021.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
24	Spectrogram 1	1	29.751555779	29.769821457	64680.2	76550.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
25	Spectrogram 1	1	29.897927838	29.938408530	46753.9	55474.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
26	Spectrogram 1	1	30.791957443	30.798868781	68071.7	79215.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
27	Spectrogram 1	1	31.583305008	31.593672014	67102.7	78488.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
28	Spectrogram 1	1	31.469514769	31.484818446	47480.6	54748.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
29	Spectrogram 1	1	31.835568633	31.868397487	48207.4	83817.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	6
32	Spectrogram 1	1	32.076724752	32.097458765	43846.9	58866.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
33	Spectrogram 1	1	32.069072914	32.076231085	61773.3	68798.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
34	Spectrogram 1	1	32.092522095	32.102148601	65649.2	79215.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
35	Spectrogram 1	1	33.059861937	33.071709945	52567.8	59593.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
36	Spectrogram 1	1	33.072944112	33.082817452	68314.0	79699.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
37	Spectrogram 1	1	35.563738847	35.582251358	50872.1	60562.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
38	Spectrogram 1	1	38.612130232	38.617807403	70736.4	78730.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
39	Spectrogram 1	1	38.550175227	38.559554899	64680.2	69767.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
40	Spectrogram 1	1	39.052480976	39.068278320	64922.5	79941.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
41	Spectrogram 1	1	39.074202323	39.079385827	62742.2	78246.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
42	Spectrogram 1	1	41.293233787	41.311993132	48207.4	56443.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
43	Spectrogram 1	1	42.083100351	42.106055865	49418.6	58139.5	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
44	Spectrogram 1	1	42.368439664	42.382262339	66376.0	80668.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
45	Spectrogram 1	1	42.360787826	42.366958663	45058.1	56201.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
46	Spectrogram 1	1	43.270368431	43.328621135	46027.1	56201.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
47	Spectrogram 1	1	55.898607083	55.919341096	61531.0	67102.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	1
48	Spectrogram 1	1	59.396975519	59.421658868	49418.6	60319.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
49	Spectrogram 1	1	64.355363040	64.363508545	56443.8	63711.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
50	Spectrogram 1	1	65.506840465	65.533498482	54021.3	60077.5	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	1
51	Spectrogram 1	1	70.260356190	70.310957056	47480.6	58381.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
52	Spectrogram 1	1	72.849390854	72.885181709	60077.5	70736.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
53	Spectrogram 1	1	74.224005552	74.246467400	50145.3	61773.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
54	Spectrogram 1	1	74.241037063	74.262758410	66376.0	83817.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
55	Spectrogram 1	1	75.252806733	75.264901574	63953.5	75339.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
56	Spectrogram 1	1	75.407818164	75.419666172	45784.9	50145.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	1
57	Spectrogram 1	1	76.059210676	76.102900204	46511.6	57412.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
58	Spectrogram 1	1	76.347265158	76.378859844	48934.1	61288.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
59	Spectrogram 1	1	83.096674808	83.111484818	63953.5	80184.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
60	Spectrogram 1	1	83.127528995	83.156408513	62257.8	84786.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	6
61	Spectrogram 1	1	83.260572045	83.304261572	44331.4	55474.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
62	Spectrogram 1	1	83.747820952	83.804592654	43846.9	83333.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	6
63	Spectrogram 1	1	88.257218292	88.277705472	67829.5	84060.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
64	Spectrogram 1	1	89.288240975	89.300582649	65891.5	82364.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
65	Spectrogram 1	1	89.518783453	89.559017312	49660.9	60562.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
66	Spectrogram 1	1	89.915444470	89.922602641	68314.0	77277.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
67	Spectrogram 1	1	90.852176959	90.898828489	53779.1	69282.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
68	Spectrogram 1	1	90.989169346	91.020517199	50387.6	58866.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
69	Spectrogram 1	1	92.525213146	92.538542154	68314.0	78730.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
70	Spectrogram 1	1	93.674468405	93.724575603	46511.6	60562.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
71	Spectrogram 1	1	94.517404169	94.541100184	47722.9	58866.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
72	Spectrogram 1	1	95.038962466	95.087835497	46753.9	55232.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
73	Spectrogram 1	1	96.407406527	96.419995035	64680.2	72432.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
74	Spectrogram 1	1	97.668230988	97.675882826	66618.2	71705.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
75	Spectrogram 1	1	97.675389159	97.686743499	57170.5	63469.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
76	Spectrogram 1	1	97.682300496	97.700566175	69767.4	86967.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	6
77	Spectrogram 1	1	100.610483973	100.624553482	53536.8	62984.5	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
78	Spectrogram 1	1	101.090821742	101.134511270	49176.4	58139.5	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
79	Spectrogram 1	1	112.784302837	112.794916677	46027.1	58139.5	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
80	Spectrogram 1	1	112.792942009	112.805283683	64195.7	79215.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
81	Spectrogram 1	1	113.226874882	113.281918750	48207.4	59593.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
82	Spectrogram 1	1	113.815572352	113.842724036	45058.1	67829.5	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	6
83	Spectrogram 1	1	114.175208545	114.183354051	63226.7	74370.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
84	Spectrogram 1	1	115.041840324	115.054922499	65649.2	71705.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
85	Spectrogram 1	1	119.949380147	119.963696489	66133.7	81637.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
86	Spectrogram 1	1	133.622217587	133.634065595	65164.7	75096.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
87	Spectrogram 1	1	135.456436042	135.475442221	50872.1	59593.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
88	Spectrogram 1	1	135.469024550	135.501112903	67587.2	83091.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
89	Spectrogram 1	1	136.650862294	136.659501466	72674.4	80426.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
90	Spectrogram 1	1	140.327691342	140.365703699	59593.0	68314.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
91	Spectrogram 1	1	150.568310792	150.607804151	56443.8	67587.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
92	Spectrogram 1	1	206.257605162	206.267725335	29796.5	41908.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
93	Spectrogram 1	1	244.656966082	244.704358112	57412.8	64680.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
94	Spectrogram 1	1	284.671853509	284.694068523	53052.3	56928.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
95	Spectrogram 1	1	295.880553102	295.894869445	66376.0	82606.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	6
96	Spectrogram 1	1	299.129866948	299.139740287	45542.6	57170.5	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
97	Spectrogram 1	1	299.136531452	299.167385638	62500.0	78730.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	6
98	Spectrogram 1	1	300.953224064	300.970255575	65407.0	88420.5	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	6
99	Spectrogram 1	1	301.631768925	301.643370099	60077.5	67345.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
100	Spectrogram 1	1	301.630534757	301.635718261	44815.9	49176.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
101	Spectrogram 1	1	304.557237233	304.565876405	72432.2	81879.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
102	Spectrogram 1	1	376.278848761	376.292177770	62742.2	69040.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
103	Spectrogram 1	1	388.259397003	388.278896849	60804.3	80910.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
104	Spectrogram 1	1	394.986345271	394.998193278	65164.7	85029.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	6
105	Spectrogram 1	1	394.982149102	394.989307273	47722.9	60319.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
106	Spectrogram 1	1	603.852733195	603.871492540	64680.2	72432.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
107	Spectrogram 1	1	603.842613022	603.854461029	45300.4	53052.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
108	Spectrogram 1	1	623.391069698	623.402177205	64922.5	76550.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
109	Spectrogram 1	1	763.468718013	763.481800188	70978.7	90600.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
110	Spectrogram 1	1	765.169152717	765.191861398	46027.1	53779.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	1
111	Spectrogram 1	1	765.202228404	765.211608077	64438.0	77034.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
112	Spectrogram 1	1	765.214076412	765.225183919	65407.0	78972.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
113	Spectrogram 1	1	769.192535118	769.205864127	64438.0	76550.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
114	Spectrogram 1	1	772.221426658	772.237964502	57170.5	68314.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
115	Spectrogram 1	1	772.487512959	772.499114133	62257.8	75823.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
116	Spectrogram 1	1	772.516639311	772.526018983	67345.0	84060.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
117	Spectrogram 1	1	775.737073638	775.744725476	63953.5	71220.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
118	Spectrogram 1	1	775.776319963	775.811617152	51841.1	67587.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
119	Spectrogram 1	1	777.126991813	777.143776490	70978.7	79215.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
120	Spectrogram 1	1	785.530925139	785.545241481	60319.8	69767.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
121	Spectrogram 1	1	791.040244607	791.059744452	64438.0	78003.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
122	Spectrogram 1	1	797.601073937	797.606997941	57412.8	61046.5	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
123	Spectrogram 1	1	797.603048605	797.627978787	44089.1	54505.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
124	Spectrogram 1	1	765.332556486	765.340455158	74612.4	84544.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0007.flac	742-B5-A30_0007.flac	4
