Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	Begin File	subtipos
26	Spectrogram 1	1	364.317252757	364.335747540	44946.3	51654.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0102.flac	742-B5-A30_0102.flac	4
27	Spectrogram 1	1	365.429300572	365.443073283	41592.1	46064.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0102.flac	742-B5-A30_0102.flac	1
28	Spectrogram 1	1	384.858656681	384.870068356	30635.1	39132.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0102.flac	742-B5-A30_0102.flac	4
29	Spectrogram 1	1	396.743323699	396.757883423	52102.0	57468.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0102.flac	742-B5-A30_0102.flac	4
30	Spectrogram 1	1	413.041159681	413.065163549	36672.6	43381.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0102.flac	742-B5-A30_0102.flac	4
31	Spectrogram 1	1	416.913258007	416.934113827	35107.3	47406.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0102.flac	742-B5-A30_0102.flac	4
32	Spectrogram 1	1	417.281973163	417.298106910	36896.2	45169.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0102.flac	742-B5-A30_0102.flac	4
33	Spectrogram 1	1	443.584304565	443.596109746	54114.5	62164.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0102.flac	742-B5-A30_0102.flac	4
34	Spectrogram 1	1	481.813409315	481.838987207	35554.6	46064.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0102.flac	742-B5-A30_0102.flac	4
35	Spectrogram 1	1	616.543160472	616.562048762	47629.7	65966.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0102.flac	742-B5-A30_0102.flac	4
36	Spectrogram 1	1	616.988609224	617.017335165	38685.2	54114.5	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0102.flac	742-B5-A30_0102.flac	6
37	Spectrogram 1	1	617.453339772	617.467899495	31305.9	36896.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0102.flac	742-B5-A30_0102.flac	4
38	Spectrogram 1	1	617.499379978	617.512759183	48747.8	61270.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0102.flac	742-B5-A30_0102.flac	4
39	Spectrogram 1	1	647.433378864	647.462498310	38014.3	49642.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0102.flac	742-B5-A30_0102.flac	4
40	Spectrogram 1	1	685.180438379	685.197752644	33094.8	38685.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0102.flac	742-B5-A30_0102.flac	1
41	Spectrogram 1	1	737.310533066	737.326666813	41368.5	48747.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0102.flac	742-B5-A30_0102.flac	4
