Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	Begin File	subtipos
1	Spectrogram 1	1	26.186704952	26.212514766	53315.4	63172.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	4
2	Spectrogram 1	1	51.528068725	51.538892195	56675.6	64292.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	4
3	Spectrogram 1	1	51.525571001	51.548328042	44130.8	53315.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	4
4	Spectrogram 1	1	51.631030458	51.643519078	28449.8	43682.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	4
5	Spectrogram 1	1	56.539615319	56.557376911	37186.4	44130.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	4
6	Spectrogram 1	1	56.540725418	56.555989287	72356.6	87141.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	4
7	Spectrogram 1	1	57.569788257	57.583386977	28001.8	40770.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	4
8	Spectrogram 1	1	67.121089790	67.145789506	31586.0	37858.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	1
9	Spectrogram 1	1	76.551667577	76.579697591	33826.2	41890.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	4
10	Spectrogram 1	1	76.333532831	76.351294424	36962.4	44802.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	4
11	Spectrogram 1	1	76.328259858	76.340193428	30914.0	37186.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	4
12	Spectrogram 1	1	76.443710211	76.453146058	46147.0	53091.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	4
13	Spectrogram 1	1	76.436772089	76.444265261	23297.5	29345.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	4
14	Spectrogram 1	1	87.842495192	87.858036586	58467.7	63396.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	1
15	Spectrogram 1	1	98.966808109	98.980684354	36738.4	47043.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	4
16	Spectrogram 1	1	99.065329445	99.081703413	34050.2	44130.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	4
17	Spectrogram 1	1	99.166626213	99.175507010	34498.2	46371.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	4
18	Spectrogram 1	1	139.759656516	139.776863059	36066.3	47491.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	4
19	Spectrogram 1	1	139.852349829	139.865948548	38530.5	59363.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	4
20	Spectrogram 1	1	162.189229367	162.202550561	20833.3	28897.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	4
21	Spectrogram 1	1	162.192004616	162.206990960	42114.7	53987.5	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	4
22	Spectrogram 1	1	175.044743039	175.060006908	27777.8	38306.5	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	4
23	Spectrogram 1	1	175.099970492	175.108573764	26657.7	33826.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	4
24	Spectrogram 1	1	175.338642080	175.354460999	34946.2	58019.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	6
25	Spectrogram 1	1	181.102004385	181.121986177	32258.1	45474.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	4
26	Spectrogram 1	1	183.818419467	183.838401259	40994.6	54659.5	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	4
27	Spectrogram 1	1	187.445116551	187.461490519	47043.0	56451.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	4
28	Spectrogram 1	1	197.818446936	197.829547932	29793.9	42338.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	6
29	Spectrogram 1	1	211.994424764	212.021899728	30690.0	43010.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	4
30	Spectrogram 1	1	211.896180954	211.908114524	27329.7	37634.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	4
31	Spectrogram 1	1	211.900066302	211.913665022	40098.6	51523.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	4
32	Spectrogram 1	1	219.484825371	219.496203892	32258.1	43906.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	4
33	Spectrogram 1	1	219.582514132	219.597778001	35394.3	45922.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	4
34	Spectrogram 1	1	246.313170335	246.335372326	36738.4	41666.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	1
35	Spectrogram 1	1	246.078661804	246.093370623	23073.5	28449.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	1
36	Spectrogram 1	1	248.291923894	248.323284207	23073.5	30914.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	4
37	Spectrogram 1	1	248.430686338	248.462601701	25761.6	36514.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	4
38	Spectrogram 1	1	248.724307855	248.741514398	36738.4	43010.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	4
39	Spectrogram 1	1	284.218926273	284.228084594	35394.3	40994.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	4
40	Spectrogram 1	1	308.732988642	308.744644687	28897.8	35394.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	4
41	Spectrogram 1	1	370.503398946	370.523380738	29345.9	48611.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	6
42	Spectrogram 1	1	381.633539886	381.648526230	41890.7	49059.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	4
43	Spectrogram 1	1	387.438253584	387.449909629	40994.6	48835.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	4
44	Spectrogram 1	1	397.097789404	397.118326246	24865.6	51299.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	6
45	Spectrogram 1	1	396.975678453	396.992329946	28225.8	49283.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	6
46	Spectrogram 1	1	397.389745771	397.402511915	40322.6	52867.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0071.flac	742-B5-A30_0071.flac	4
