Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	Begin File	subtipos
1	Spectrogram 1	1	22.739576475	22.749844523	32034.1	41218.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
2	Spectrogram 1	1	45.576002259	45.584327703	34946.2	42562.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
3	Spectrogram 1	1	66.580552961	66.603864205	24193.5	28449.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	1
4	Spectrogram 1	1	81.705393250	81.712886150	38754.5	51523.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	6
5	Spectrogram 1	1	83.948824235	83.957704709	54211.5	60707.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
6	Spectrogram 1	1	84.697559551	84.707272570	46819.0	51075.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
7	Spectrogram 1	1	84.706717540	84.718373162	53763.4	60931.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	1
8	Spectrogram 1	1	89.817431535	89.831029760	22625.4	28449.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
9	Spectrogram 1	1	93.814757018	93.830852877	29569.9	39874.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
10	Spectrogram 1	1	97.586184844	97.599228040	29345.9	48163.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	6
11	Spectrogram 1	1	104.391405169	104.403893335	27777.8	40098.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	6
12	Spectrogram 1	1	110.084623951	110.096834603	38082.4	47267.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
13	Spectrogram 1	1	115.500605258	115.515591057	42786.7	49955.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
14	Spectrogram 1	1	124.522061377	124.534272028	36738.4	42338.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
15	Spectrogram 1	1	124.523726466	124.532329425	72804.7	78181.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
16	Spectrogram 1	1	124.648885643	124.658321147	31586.0	42114.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
17	Spectrogram 1	1	124.647220554	124.656378543	60931.9	68100.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
18	Spectrogram 1	1	125.223896691	125.235552313	41218.6	50403.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
19	Spectrogram 1	1	133.669231283	133.691154953	78853.0	97670.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	6
20	Spectrogram 1	1	145.290446978	145.299604967	75492.8	82661.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
21	Spectrogram 1	1	146.277567698	146.284505568	76836.9	82885.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
22	Spectrogram 1	1	150.276279730	150.285715234	25761.6	30241.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
23	Spectrogram 1	1	175.718847512	175.736608459	77957.0	93414.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
24	Spectrogram 1	1	181.319653864	181.329089367	43458.8	50627.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
25	Spectrogram 1	1	181.322151497	181.338524870	56003.6	58915.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	1
26	Spectrogram 1	1	182.532116606	182.543772228	41666.7	54211.5	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
27	Spectrogram 1	1	182.473838496	182.486049148	32482.1	38082.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	1
28	Spectrogram 1	1	224.654441898	224.671092786	61828.0	86693.5	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	6
29	Spectrogram 1	1	259.299129198	259.337426241	66308.2	94310.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	6
30	Spectrogram 1	1	259.556940637	259.570816378	73252.7	94534.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	6
31	Spectrogram 1	1	259.760636690	259.808369236	75492.8	99014.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	6
32	Spectrogram 1	1	260.665612422	260.705574554	81093.2	99910.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
33	Spectrogram 1	1	264.649894709	264.673205953	76612.9	84229.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
34	Spectrogram 1	1	264.778106550	264.785599449	76164.9	80869.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
35	Spectrogram 1	1	264.813350930	264.844432588	72804.7	90949.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	6
36	Spectrogram 1	1	264.916586438	264.989017803	50403.2	62948.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
37	Spectrogram 1	1	279.076509293	279.110921129	76164.9	96998.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	6
38	Spectrogram 1	1	279.423402986	279.440053874	73252.7	82885.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
39	Spectrogram 1	1	287.463565356	287.554867727	81093.2	105958.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	6
40	Spectrogram 1	1	288.071878180	288.099629661	68548.4	81765.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
41	Spectrogram 1	1	291.676519424	291.708156111	74148.7	95430.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
42	Spectrogram 1	1	292.882877024	292.918676434	72356.6	89157.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
43	Spectrogram 1	1	296.229429734	296.240530326	75492.8	81765.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
44	Spectrogram 1	1	296.323229738	296.350981219	80421.1	91621.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
45	Spectrogram 1	1	349.012771460	349.042465544	75492.8	90277.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
46	Spectrogram 1	1	349.039412881	349.051068503	32706.1	40546.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
47	Spectrogram 1	1	374.175051203	374.188371914	71012.5	80645.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
48	Spectrogram 1	1	374.185874281	374.222506235	80645.2	98118.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
49	Spectrogram 1	1	377.965349616	377.985608197	81541.2	89381.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
50	Spectrogram 1	1	379.378455327	379.412867163	80869.2	90949.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
51	Spectrogram 1	1	379.513327523	379.538026341	55555.6	63172.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
52	Spectrogram 1	1	379.521652968	379.543854152	75492.8	85573.5	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
53	Spectrogram 1	1	379.852173286	379.879647252	81317.2	92965.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
54	Spectrogram 1	1	380.079458097	380.088893601	81093.2	89829.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
55	Spectrogram 1	1	380.082788275	380.113869933	64516.1	74372.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
56	Spectrogram 1	1	379.986213122	380.000088862	78853.0	88261.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
57	Spectrogram 1	1	380.493510373	380.524037001	79973.1	97222.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
58	Spectrogram 1	1	380.713024769	380.726345479	78181.0	86021.5	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
59	Spectrogram 1	1	387.108078445	387.124451819	69668.5	81989.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
60	Spectrogram 1	1	387.127781996	387.163581406	81541.2	93190.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
61	Spectrogram 1	1	387.601499955	387.673653805	68772.4	90949.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	6
62	Spectrogram 1	1	387.577633682	387.586514156	70340.5	76612.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
63	Spectrogram 1	1	387.744142750	387.773836834	51299.3	62500.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
64	Spectrogram 1	1	387.761071153	387.789100149	68100.4	84453.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
65	Spectrogram 1	1	387.899551042	387.930355185	75268.8	89157.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
66	Spectrogram 1	1	388.016384775	388.024987734	74596.8	81093.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0083.flac	742-B5-A30_0083.flac	4
