Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	subtipos
1	Spectrogram 1	1	3.657382722	3.674550793	59139.8	67428.3	742-B5-A30_0010.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0010.flac	4
2	Spectrogram 1	1	73.087714095	73.103427245	62724.0	68996.4	742-B5-A30_0010.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0010.flac	4
3	Spectrogram 1	1	84.693044947	84.708467112	56451.6	68996.4	742-B5-A30_0010.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0010.flac	4
4	Spectrogram 1	1	84.697700695	84.712831876	80869.2	90277.8	742-B5-A30_0010.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0010.flac	4
5	Spectrogram 1	1	89.091565122	89.109897130	55331.5	68100.4	742-B5-A30_0010.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0010.flac	4
6	Spectrogram 1	1	89.102913508	89.113679925	83333.3	92517.9	742-B5-A30_0010.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0010.flac	4
7	Spectrogram 1	1	96.303031353	96.316998597	75492.8	88037.6	742-B5-A30_0010.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0010.flac	4
8	Spectrogram 1	1	99.780585371	99.805901001	74372.8	90277.8	742-B5-A30_0010.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0010.flac	4
9	Spectrogram 1	1	99.780294387	99.788732930	65860.2	71684.6	742-B5-A30_0010.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0010.flac	4
10	Spectrogram 1	1	99.790478836	99.797462457	59139.8	66084.2	742-B5-A30_0010.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0010.flac	4
11	Spectrogram 1	1	100.057893550	100.091065754	53539.4	64516.1	742-B5-A30_0010.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0010.flac	4
12	Spectrogram 1	1	103.690251821	103.724296978	62948.0	69892.5	742-B5-A30_0010.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0010.flac	4
13	Spectrogram 1	1	108.979475159	109.003044883	49283.2	64740.1	742-B5-A30_0010.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0010.flac	4
14	Spectrogram 1	1	108.989950592	109.001298977	75492.8	86469.5	742-B5-A30_0010.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0010.flac	4
15	Spectrogram 1	1	111.405412167	111.436547481	54659.5	62500.0	742-B5-A30_0010.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0010.flac	4
16	Spectrogram 1	1	112.421238748	112.446263393	61155.9	70564.5	742-B5-A30_0010.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0010.flac	4
17	Spectrogram 1	1	117.597851183	117.622293860	77060.9	88485.7	742-B5-A30_0010.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0010.flac	4
18	Spectrogram 1	1	117.610945474	117.623457797	59587.8	67652.3	742-B5-A30_0010.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0010.flac	4
19	Spectrogram 1	1	117.626367639	117.634224214	64516.1	80421.1	742-B5-A30_0010.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0010.flac	4
20	Spectrogram 1	1	119.377511795	119.388278213	75044.8	84229.4	742-B5-A30_0010.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0010.flac	4
21	Spectrogram 1	1	121.412947560	121.424295945	78853.0	86021.5	742-B5-A30_0010.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0010.flac	4
22	Spectrogram 1	1	127.861452712	127.883276531	62276.0	67428.3	742-B5-A30_0010.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0010.flac	1
23	Spectrogram 1	1	128.686684612	128.717528942	63620.1	69668.5	742-B5-A30_0010.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0010.flac	1
24	Spectrogram 1	1	131.191478158	131.208064260	73924.7	87365.6	742-B5-A30_0010.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0010.flac	4
25	Spectrogram 1	1	134.038760547	134.053309760	60035.8	83109.3	742-B5-A30_0010.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0010.flac	6
26	Spectrogram 1	1	136.400389844	136.416102993	68772.4	84229.4	742-B5-A30_0010.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0010.flac	4
27	Spectrogram 1	1	139.818583710	139.852046898	62276.0	81093.2	742-B5-A30_0010.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0010.flac	6
28	Spectrogram 1	1	140.076104767	140.087162169	53539.4	62500.0	742-B5-A30_0010.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0010.flac	4
29	Spectrogram 1	1	140.082797405	140.094436775	71460.6	82661.3	742-B5-A30_0010.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0010.flac	4
