Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	subtipos
1	Spectrogram 1	1	1.536692262	1.551868066	61911.5	72033.9	742-B5-A30_0044.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0044.flac	4
2	Spectrogram 1	1	1.213785834	1.228961637	62617.7	74152.5	742-B5-A30_0044.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0044.flac	4
3	Spectrogram 1	1	2.353939470	2.375298008	59792.8	80979.3	742-B5-A30_0044.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0044.flac	6
4	Spectrogram 1	1	2.400028947	2.408178915	60734.5	66148.8	742-B5-A30_0044.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0044.flac	4
5	Spectrogram 1	1	2.722936504	2.739236441	61440.7	70386.1	742-B5-A30_0044.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0044.flac	4
6	Spectrogram 1	1	3.904963523	3.922949661	56968.0	65913.4	742-B5-A30_0044.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0044.flac	4
7	Spectrogram 1	1	6.898532314	6.907525383	56968.0	70856.9	742-B5-A30_0044.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0044.flac	4
8	Spectrogram 1	1	7.041578499	7.057035335	61440.7	79566.9	742-B5-A30_0044.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0044.flac	6
9	Spectrogram 1	1	7.251510445	7.259379380	58851.2	66384.2	742-B5-A30_0044.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0044.flac	4
10	Spectrogram 1	1	7.676433125	7.693014095	60734.5	77919.0	742-B5-A30_0044.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0044.flac	6
11	Spectrogram 1	1	7.687393427	7.694419262	91101.7	99576.3	742-B5-A30_0044.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0044.flac	4
12	Spectrogram 1	1	7.908285862	7.928239233	51789.1	81685.5	742-B5-A30_0044.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0044.flac	6
13	Spectrogram 1	1	7.917559964	7.930768534	87570.6	108757.1	742-B5-A30_0044.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0044.flac	4
14	Spectrogram 1	1	8.165431605	8.187352210	60028.2	79096.0	742-B5-A30_0044.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0044.flac	4
15	Spectrogram 1	1	8.174705707	8.182293609	87570.6	96516.0	742-B5-A30_0044.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0044.flac	4
16	Spectrogram 1	1	9.182210988	9.213967761	57203.4	77683.6	742-B5-A30_0044.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0044.flac	6
17	Spectrogram 1	1	9.195419557	9.209190194	85687.4	99340.9	742-B5-A30_0044.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0044.flac	4
18	Spectrogram 1	1	10.167233410	10.200957418	52966.1	73681.7	742-B5-A30_0044.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0044.flac	6
19	Spectrogram 1	1	15.324761074	15.340217911	56732.6	76506.6	742-B5-A30_0044.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0044.flac	4
20	Spectrogram 1	1	15.719051114	15.736475184	59322.0	73210.9	742-B5-A30_0044.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0044.flac	4
21	Spectrogram 1	1	17.902400679	17.928536785	58615.8	78154.4	742-B5-A30_0044.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0044.flac	6
22	Spectrogram 1	1	18.787656008	18.804236978	58851.2	72740.1	742-B5-A30_0044.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0044.flac	4
23	Spectrogram 1	1	20.621398992	20.636855828	50376.6	78154.4	742-B5-A30_0044.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0044.flac	6
24	Spectrogram 1	1	20.624490359	20.640509263	86629.0	104284.4	742-B5-A30_0044.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0044.flac	6
25	Spectrogram 1	1	23.659371484	23.668645586	58380.4	71092.3	742-B5-A30_0044.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0044.flac	4
26	Spectrogram 1	1	23.867336383	23.876891519	56968.0	70386.1	742-B5-A30_0044.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0044.flac	4
27	Spectrogram 1	1	24.879338198	24.889736434	60499.1	68267.4	742-B5-A30_0044.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0044.flac	4
28	Spectrogram 1	1	25.733118026	25.778364402	58615.8	78154.4	742-B5-A30_0044.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0044.flac	6
29	Spectrogram 1	1	25.532741215	25.540610150	57203.4	65913.4	742-B5-A30_0044.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0044.flac	4
30	Spectrogram 1	1	26.258931455	26.274107258	60734.5	74152.5	742-B5-A30_0044.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0044.flac	4
31	Spectrogram 1	1	26.560199255	26.589707761	59792.8	84039.5	742-B5-A30_0044.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0044.flac	6
32	Spectrogram 1	1	26.868774109	26.893505048	59086.6	77212.8	742-B5-A30_0044.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0044.flac	4
33	Spectrogram 1	1	26.880577512	26.892380914	91101.7	102401.1	742-B5-A30_0044.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0044.flac	4
34	Spectrogram 1	1	28.437784486	28.453241323	62382.3	75094.2	742-B5-A30_0044.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0044.flac	4
35	Spectrogram 1	1	29.167628586	29.197980193	63559.3	81920.9	742-B5-A30_0044.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0044.flac	4
36	Spectrogram 1	1	30.823478096	30.841183200	59322.0	94868.2	742-B5-A30_0044.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0044.flac	6
37	Spectrogram 1	1	33.725711459	33.771519902	47081.0	77448.2	742-B5-A30_0044.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0044.flac	6
38	Spectrogram 1	1	33.571424125	33.601494698	56968.0	71563.1	742-B5-A30_0044.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0044.flac	4
39	Spectrogram 1	1	34.000000239	34.029508745	50376.6	78389.8	742-B5-A30_0044.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0044.flac	6
