Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	subtipos
1	Spectrogram 1	1	0.428329982	0.437768228	79973.1	85797.5	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
2	Spectrogram 1	1	0.586836991	0.600716764	49731.2	54883.5	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
3	Spectrogram 1	1	0.607101459	0.632085051	35842.3	40770.6	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	1
4	Spectrogram 1	1	1.473755044	1.504012949	60707.9	72356.6	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
5	Spectrogram 1	1	1.616161516	1.665851104	56003.6	66756.3	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
6	Spectrogram 1	1	1.871827120	1.898476285	56003.6	68996.4	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
7	Spectrogram 1	1	1.892369185	1.913188844	77957.0	92293.9	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
8	Spectrogram 1	1	2.006183324	2.043936307	52643.4	65412.2	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
9	Spectrogram 1	1	2.696008415	2.721824793	57571.7	67652.3	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
10	Spectrogram 1	1	2.357064152	2.396760303	56227.6	68996.4	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
11	Spectrogram 1	1	2.383713316	2.392041180	84677.4	92293.9	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
12	Spectrogram 1	1	3.694797420	3.744487007	55107.5	70564.5	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
13	Spectrogram 1	1	3.923813860	3.947687070	53091.4	61155.9	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
14	Spectrogram 1	1	5.050019201	5.074725197	57795.7	66756.3	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
15	Spectrogram 1	1	5.071671647	5.082497870	82885.3	86917.6	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
16	Spectrogram 1	1	5.105538294	5.127468335	79301.1	87813.6	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
17	Spectrogram 1	1	5.235452970	5.277369885	49731.2	57347.7	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
18	Spectrogram 1	1	5.901127256	5.941378598	77733.0	96102.2	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
19	Spectrogram 1	1	6.238961117	6.250064936	57795.7	64068.1	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
20	Spectrogram 1	1	6.248676958	6.281155627	77733.0	92517.9	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
21	Spectrogram 1	1	6.666458313	6.680060490	58691.8	66980.3	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
22	Spectrogram 1	1	6.676451749	6.692829881	83109.3	91845.9	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
23	Spectrogram 1	1	6.694773050	6.702823318	86245.5	93862.0	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
24	Spectrogram 1	1	6.795540387	6.828019056	53539.4	62052.0	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
25	Spectrogram 1	1	7.019004733	7.053426571	55555.6	66308.2	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
26	Spectrogram 1	1	7.529503156	7.540329379	77060.9	83781.4	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
27	Spectrogram 1	1	8.133551250	8.153815718	57571.7	64740.1	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
28	Spectrogram 1	1	8.148819000	8.154370909	80197.1	86917.6	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
29	Spectrogram 1	1	8.966893194	8.994375145	56003.6	64740.1	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
30	Spectrogram 1	1	9.024077860	9.029074578	66308.2	71236.6	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
31	Spectrogram 1	1	9.024633051	9.042399160	84677.4	93190.0	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
32	Spectrogram 1	1	9.584543466	9.591483352	70788.5	77733.0	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
33	Spectrogram 1	1	10.117804532	10.144176101	58691.8	68324.4	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
34	Spectrogram 1	1	10.413721479	10.424825297	68996.4	77284.9	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
35	Spectrogram 1	1	10.375413305	10.415109456	76836.9	98118.3	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	6
36	Spectrogram 1	1	10.391236246	10.405948806	66308.2	73476.7	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
37	Spectrogram 1	1	10.800967332	10.830670047	59811.8	68996.4	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
38	Spectrogram 1	1	10.832335619	10.842051460	81093.2	88709.7	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
39	Spectrogram 1	1	10.945871927	10.986400864	58691.8	68772.4	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
40	Spectrogram 1	1	10.973631473	10.992230369	80645.2	92293.9	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
41	Spectrogram 1	1	11.188767956	11.247063003	50627.2	59811.8	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
42	Spectrogram 1	1	14.152933535	14.169034072	47491.0	58691.8	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
43	Spectrogram 1	1	14.170699645	14.182081059	48163.1	60259.9	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
44	Spectrogram 1	1	14.835263549	14.863855882	53763.4	64516.1	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
45	Spectrogram 1	1	15.214459134	15.251379331	60259.9	70340.5	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
46	Spectrogram 1	1	15.243606658	15.257764026	81317.2	91845.9	742-B5-A30_0009.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0009.flac	4
