Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	Begin File	subtipos
29	Spectrogram 1	1	76.881010929	76.912533016	50179.2	63620.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
30	Spectrogram 1	1	78.912094043	78.929668304	53539.4	63620.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
31	Spectrogram 1	1	78.812227609	78.824780652	58915.8	69220.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
32	Spectrogram 1	1	79.062451608	79.079188999	51523.3	61379.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
33	Spectrogram 1	1	79.076957347	79.106526738	65412.2	80421.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
34	Spectrogram 1	1	79.334434400	79.351450748	80421.1	89157.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
35	Spectrogram 1	1	79.540025541	79.550625889	54659.5	67428.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
36	Spectrogram 1	1	79.569594932	79.578800497	75940.9	88933.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
37	Spectrogram 1	1	83.598844528	83.634550962	51523.3	71908.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
38	Spectrogram 1	1	83.880311842	83.895375494	57347.7	65188.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
39	Spectrogram 1	1	84.249371504	84.266666808	58019.7	73028.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
40	Spectrogram 1	1	84.897945361	84.919425014	60259.9	69220.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
41	Spectrogram 1	1	87.971489970	87.991853796	54883.5	65412.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
42	Spectrogram 1	1	87.986832579	88.015565100	69444.4	87365.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	6
43	Spectrogram 1	1	88.212229447	88.258536230	65412.2	88037.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	6
44	Spectrogram 1	1	91.595973469	91.635864251	51747.3	61828.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
45	Spectrogram 1	1	94.214260666	94.222629362	87365.6	94758.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
46	Spectrogram 1	1	97.101183177	97.109272916	79973.1	88485.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
47	Spectrogram 1	1	99.466177431	99.492120387	64516.1	83333.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
48	Spectrogram 1	1	100.191743711	100.212944407	61603.9	74148.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
49	Spectrogram 1	1	100.561361286	100.585072590	66084.2	75940.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
50	Spectrogram 1	1	106.577060952	106.615556951	59587.8	67876.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
51	Spectrogram 1	1	106.890050353	106.904556092	59587.8	70116.5	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
52	Spectrogram 1	1	107.253809840	107.287842536	61603.9	74148.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
53	Spectrogram 1	1	107.368460970	107.396356622	61155.9	70788.5	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
54	Spectrogram 1	1	109.798731472	109.823000690	60483.9	73476.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
55	Spectrogram 1	1	117.979413804	117.996151196	65860.2	85797.5	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	6
56	Spectrogram 1	1	118.154319728	118.171336076	67652.3	83781.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
57	Spectrogram 1	1	119.035264790	119.047817833	71460.6	84901.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
58	Spectrogram 1	1	122.343969930	122.366565408	64740.1	77957.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
59	Spectrogram 1	1	123.679893262	123.707788914	45698.9	53315.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
60	Spectrogram 1	1	123.674872045	123.684077610	60483.9	66756.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
61	Spectrogram 1	1	125.356422875	125.376228788	61603.9	71460.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
62	Spectrogram 1	1	126.078641677	126.103189851	51747.3	63844.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
63	Spectrogram 1	1	126.102631938	126.124948460	66980.3	84901.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	6
64	Spectrogram 1	1	130.708206075	130.729406770	52643.4	69220.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
65	Spectrogram 1	1	130.721595988	130.729127814	81989.2	87813.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
66	Spectrogram 1	1	131.291783486	131.309636703	54435.5	69892.5	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
67	Spectrogram 1	1	134.189026966	134.219712183	53987.5	61603.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
68	Spectrogram 1	1	137.651994217	137.669289522	62724.0	70564.5	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
69	Spectrogram 1	1	137.602339957	137.613498217	71684.6	81093.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
70	Spectrogram 1	1	138.144631618	138.154953009	63844.1	70788.5	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
71	Spectrogram 1	1	138.146584313	138.154395096	79973.1	90501.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
72	Spectrogram 1	1	141.378018312	141.398661095	53091.4	65188.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
73	Spectrogram 1	1	141.388060747	141.397545269	73252.7	82661.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
74	Spectrogram 1	1	141.694634148	141.704676583	48835.1	64068.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
75	Spectrogram 1	1	141.702723887	141.709976757	65636.2	76164.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
76	Spectrogram 1	1	141.906641289	141.930073636	58467.7	70340.5	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
77	Spectrogram 1	1	142.024081984	142.053651375	56675.6	71236.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
78	Spectrogram 1	1	142.048909114	142.056440940	87813.6	93638.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
79	Spectrogram 1	1	141.927563028	141.943463549	71908.6	87589.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	6
80	Spectrogram 1	1	142.767501481	142.784517829	53987.5	64964.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
81	Spectrogram 1	1	142.889405481	142.905584959	54883.5	65636.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
82	Spectrogram 1	1	143.109222981	143.129307851	57571.7	67876.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
83	Spectrogram 1	1	143.125960373	143.140187155	72132.6	87365.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	6
84	Spectrogram 1	1	143.242564198	143.280223329	58691.8	73028.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
85	Spectrogram 1	1	143.683036914	143.694474132	75716.8	88261.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
86	Spectrogram 1	1	143.908154826	143.918476218	52419.4	62052.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
87	Spectrogram 1	1	144.038706663	144.085292402	46819.0	60259.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
88	Spectrogram 1	1	146.944876329	146.971656155	49955.2	67652.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	6
89	Spectrogram 1	1	146.965798068	146.984488155	76164.9	88037.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
90	Spectrogram 1	1	146.754906939	146.761043982	60931.9	66756.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
91	Spectrogram 1	1	147.594287479	147.607956349	56675.6	64292.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
92	Spectrogram 1	1	147.605166783	147.619393566	73700.7	83557.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
93	Spectrogram 1	1	148.075487662	148.085530097	56451.6	63396.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
94	Spectrogram 1	1	148.094735662	148.101988531	63396.1	68548.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
95	Spectrogram 1	1	148.632006291	148.645396204	61603.9	67428.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
96	Spectrogram 1	1	148.785153420	148.797706464	54659.5	60931.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
97	Spectrogram 1	1	149.531362483	149.569021613	54435.5	72356.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
98	Spectrogram 1	1	149.762059710	149.782423536	65412.2	79749.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
99	Spectrogram 1	1	150.173241807	150.213969459	56451.6	78181.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
100	Spectrogram 1	1	150.692379654	150.710790784	53539.4	62724.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
101	Spectrogram 1	1	150.819026099	150.865611838	53539.4	64068.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
102	Spectrogram 1	1	151.182785587	151.214586630	51075.3	67204.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
103	Spectrogram 1	1	151.525344379	151.545429249	51075.3	63620.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
104	Spectrogram 1	1	151.535944727	151.550450466	69444.4	79077.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
105	Spectrogram 1	1	151.708339857	151.727866813	53987.5	62500.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
106	Spectrogram 1	1	151.725914118	151.745998987	67204.3	79973.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
107	Spectrogram 1	1	152.025234649	152.059267345	50403.2	66756.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
108	Spectrogram 1	1	153.346094514	153.383195731	59363.8	72356.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
109	Spectrogram 1	1	153.965099403	153.998574186	68772.4	81765.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
110	Spectrogram 1	1	157.199043588	157.217175762	51523.3	60259.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
111	Spectrogram 1	1	157.212712458	157.252324284	67652.3	80197.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
112	Spectrogram 1	1	157.349680110	157.396265848	45474.9	54659.5	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
113	Spectrogram 1	1	157.574240294	157.587351250	49059.1	58691.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
114	Spectrogram 1	1	157.580098381	157.589582902	69892.5	76836.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
115	Spectrogram 1	1	157.991001520	158.030334390	47043.0	56675.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
116	Spectrogram 1	1	158.134664128	158.152796302	52643.4	65412.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
117	Spectrogram 1	1	161.433883902	161.449505467	62276.0	76836.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
118	Spectrogram 1	1	161.642822336	161.664580945	62948.0	76164.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
119	Spectrogram 1	1	161.821354694	161.841997477	63172.0	75716.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
120	Spectrogram 1	1	161.831955042	161.839207912	89605.7	93190.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
121	Spectrogram 1	1	163.396343527	163.417823179	53987.5	64068.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
122	Spectrogram 1	1	167.145521198	167.165048155	64292.1	72132.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
123	Spectrogram 1	1	167.153610937	167.191827981	74820.8	90277.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	6
124	Spectrogram 1	1	167.294205024	167.302294763	74372.8	81541.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
125	Spectrogram 1	1	176.247596628	176.281629323	52419.4	65188.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
126	Spectrogram 1	1	177.644890579	177.655490927	63620.1	69892.5	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
127	Spectrogram 1	1	185.804372215	185.840078650	52867.4	71908.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
128	Spectrogram 1	1	185.969793432	185.983462302	64068.1	68996.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
129	Spectrogram 1	1	185.972025084	185.983462302	75492.8	86693.5	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
130	Spectrogram 1	1	186.095044910	186.118198301	59587.8	68100.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
131	Spectrogram 1	1	186.088907866	186.097834475	53091.4	58915.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
132	Spectrogram 1	1	186.218343877	186.239265616	52867.4	67428.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
133	Spectrogram 1	1	186.340805789	186.349174485	55331.5	64068.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
134	Spectrogram 1	1	186.367585615	186.405523702	51299.3	58019.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
135	Spectrogram 1	1	186.871102505	186.919919896	49731.2	57123.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
136	Spectrogram 1	1	187.138342852	187.180465286	58691.8	71460.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
137	Spectrogram 1	1	188.290434022	188.308566195	57123.7	68548.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
138	Spectrogram 1	1	188.942913693	188.961324824	61603.9	69444.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
139	Spectrogram 1	1	189.263992648	189.282403779	58019.7	68772.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
140	Spectrogram 1	1	189.278777344	189.291609344	73476.7	86245.5	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
141	Spectrogram 1	1	192.017294141	192.037379011	63172.0	75492.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
142	Spectrogram 1	1	194.175302894	194.192598199	60483.9	71460.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
143	Spectrogram 1	1	194.957218391	195.006872652	48387.1	60931.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
144	Spectrogram 1	1	196.817022390	196.830691259	55107.5	68772.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
145	Spectrogram 1	1	197.065851606	197.087052302	62052.0	69444.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
146	Spectrogram 1	1	197.194450747	197.246057703	56227.6	75940.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
147	Spectrogram 1	1	197.403110224	197.427937355	54211.5	63172.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
148	Spectrogram 1	1	197.647755278	197.667003278	55331.5	66084.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
149	Spectrogram 1	1	197.661703104	197.689319799	66980.3	81989.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	6
150	Spectrogram 1	1	197.917506418	197.961302592	50403.2	59811.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	1
151	Spectrogram 1	1	199.979832662	199.996849010	63620.1	71908.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
152	Spectrogram 1	1	200.211366574	200.229219792	60259.9	69892.5	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
153	Spectrogram 1	1	200.439553193	200.473864845	53987.5	62276.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
154	Spectrogram 1	1	200.742221203	200.798849377	53987.5	72356.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
155	Spectrogram 1	1	201.061347648	201.094822430	53315.4	72804.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
156	Spectrogram 1	1	201.090638082	201.114070430	74596.8	99014.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	6
157	Spectrogram 1	1	201.285907647	201.308224168	52867.4	66084.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
158	Spectrogram 1	1	201.399443135	201.457745048	48387.1	60035.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
159	Spectrogram 1	1	201.911886449	201.930297579	60259.9	72356.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
160	Spectrogram 1	1	202.203954111	202.217065067	61603.9	68996.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
161	Spectrogram 1	1	202.446925425	202.531170294	49507.2	58243.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
162	Spectrogram 1	1	202.754893424	202.769678119	57795.7	67428.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
163	Spectrogram 1	1	203.006512390	203.027155173	48611.1	59363.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0021.flac	742-B5-A30_0021.flac	4
