Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	subtipos	subtipos_completo
478	Spectrogram 1	1	169.903707509	169.954373761	62160.9	69394.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
479	Spectrogram 1	1	169.729146441	169.784166823	71654.6	86121.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 104
480	Spectrogram 1	1	169.726771461	169.736271383	60804.7	66229.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 104
481	Spectrogram 1	1	171.038156376	171.052406259	60352.6	68490.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
482	Spectrogram 1	1	171.321570637	171.343341292	59448.5	68264.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
483	Spectrogram 1	1	172.016252358	172.053460387	54249.5	66455.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 105
484	Spectrogram 1	1	172.035648033	172.066918610	70524.4	86573.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 105
485	Spectrogram 1	1	172.604851193	172.628600998	57640.1	66907.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
486	Spectrogram 1	1	173.417094369	173.453114906	68942.1	80244.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
487	Spectrogram 1	1	173.693779599	173.757112413	57188.1	65551.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
488	Spectrogram 1	1	174.120880182	174.178275545	57640.1	64873.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
489	Spectrogram 1	1	174.587563773	174.611709408	56736.0	64647.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 106
490	Spectrogram 1	1	174.599438676	174.640209175	66229.7	86347.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 106
491	Spectrogram 1	1	175.028518409	175.072059718	60352.6	71654.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
492	Spectrogram 1	1	175.827699192	175.857782278	55831.8	63517.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
493	Spectrogram 1	1	176.013739333	176.048572380	54475.6	68264.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
494	Spectrogram 1	1	176.128134228	176.141592451	53571.4	60126.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 107
495	Spectrogram 1	1	176.149904883	176.165738086	56736.0	64873.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 107
496	Spectrogram 1	1	176.140404961	176.171675537	37522.6	42043.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	1	6 step 107
497	Spectrogram 1	1	176.394527795	176.434110804	66907.8	84538.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 108
498	Spectrogram 1	1	176.383840383	176.398090266	58092.2	65325.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 108
499	Spectrogram 1	1	176.602338591	176.658942293	52215.2	60804.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
500	Spectrogram 1	1	176.938398253	176.950273156	51989.2	60126.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
501	Spectrogram 1	1	177.064668051	177.073376313	51537.1	54927.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	1	
502	Spectrogram 1	1	177.599038587	177.630704994	50859.0	58544.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
503	Spectrogram 1	1	180.286328136	180.321952844	60352.6	69846.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
504	Spectrogram 1	1	180.890364768	180.922031175	60126.6	72332.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
505	Spectrogram 1	1	183.151741729	183.176283195	56509.9	63517.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
506	Spectrogram 1	1	185.193432993	185.215599478	61256.8	68490.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
507	Spectrogram 1	1	185.728595189	185.828740201	64195.3	84991.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
508	Spectrogram 1	1	185.920968530	185.972030611	53797.5	61934.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
509	Spectrogram 1	1	186.205966193	186.278798929	54701.6	65551.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
510	Spectrogram 1	1	186.397547874	186.440693353	62613.0	82052.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
511	Spectrogram 1	1	186.690066308	186.705503681	61708.9	67811.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 109
512	Spectrogram 1	1	186.699962060	186.716586924	75045.2	90415.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 109
513	Spectrogram 1	1	186.722524375	186.732420127	72106.7	81374.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 109
514	Spectrogram 1	1	187.663412329	187.678849703	74367.1	90415.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
515	Spectrogram 1	1	187.703786998	187.736245065	70298.4	98553.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
516	Spectrogram 1	1	188.981922105	189.046838239	57188.1	63517.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
517	Spectrogram 1	1	189.524209243	189.556271480	58318.3	75949.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 110
518	Spectrogram 1	1	189.541625767	189.558250630	89511.8	101491.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 110
519	Spectrogram 1	1	189.787040421	189.832165051	59674.5	70072.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
520	Spectrogram 1	1	190.505867696	190.578700432	49954.8	64195.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
521	Spectrogram 1	1	191.626462510	191.654962276	61482.8	70750.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
522	Spectrogram 1	1	191.852085578	191.909085111	59448.5	66229.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	1	
523	Spectrogram 1	1	192.594266910	192.608120963	51763.1	60352.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 111
524	Spectrogram 1	1	192.608516793	192.628704127	65099.5	84991.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 111
525	Spectrogram 1	1	192.717765897	192.733599100	58092.2	64647.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 112
526	Spectrogram 1	1	192.727661649	192.756953075	69846.3	85443.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 112
527	Spectrogram 1	1	192.982576144	193.028888264	65099.5	89963.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 113
528	Spectrogram 1	1	192.992867726	193.001971818	57640.1	66681.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 113
529	Spectrogram 1	1	193.450051395	193.493988535	56509.9	66907.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 114
530	Spectrogram 1	1	193.467467919	193.480134482	76175.4	87025.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 114
531	Spectrogram 1	1	194.512063356	194.528688220	58318.3	68942.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 115
532	Spectrogram 1	1	194.530667370	194.568271228	57188.1	71880.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 115
533	Spectrogram 1	1	194.521563278	194.533042351	78887.9	85443.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 115
534	Spectrogram 1	1	194.506917565	194.516813317	73915.0	80244.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 115
535	Spectrogram 1	1	194.692957706	194.722644962	67811.9	82730.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
536	Spectrogram 1	1	196.482109374	196.503484199	60352.6	75045.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
537	Spectrogram 1	1	196.508629990	196.526442344	71202.5	75045.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	1	
538	Spectrogram 1	1	196.756023794	196.807481705	57414.1	67133.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 115
539	Spectrogram 1	1	196.792440162	196.802731744	73236.9	90189.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 115
540	Spectrogram 1	1	197.127312334	197.177582755	57640.1	66455.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
541	Spectrogram 1	1	197.865931195	197.896014282	57188.1	70524.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 116
542	Spectrogram 1	1	197.882556059	197.914618296	85669.1	96292.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 116
543	Spectrogram 1	1	197.898785092	197.916597446	68942.1	76401.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 116
544	Spectrogram 1	1	199.533563027	199.562854453	68716.1	80696.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	3 step 117
545	Spectrogram 1	1	199.522875614	199.532771366	63065.1	67811.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	1	3 step 117
546	Spectrogram 1	1	201.657586524	201.688065441	66907.8	80470.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 118
547	Spectrogram 1	1	201.674211388	201.692023742	102170.0	111889.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 118
548	Spectrogram 1	1	204.451750197	204.481833283	50859.0	62387.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
549	Spectrogram 1	1	204.852330245	204.921996340	54475.6	64873.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
550	Spectrogram 1	1	208.847046832	208.871984128	59674.5	63517.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	1	
551	Spectrogram 1	1	223.797546355	223.846629286	71880.7	84991.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
552	Spectrogram 1	1	224.059585791	224.127668566	59900.5	70524.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
553	Spectrogram 1	1	225.740280097	225.784217236	58318.3	68490.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
554	Spectrogram 1	1	227.983844623	228.000073657	66907.8	76175.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
555	Spectrogram 1	1	232.358558094	232.389432841	67133.8	80470.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 119
556	Spectrogram 1	1	232.384682880	232.405661875	90868.0	106238.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 119
557	Spectrogram 1	1	232.507390207	232.514119318	76627.5	82278.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 120
558	Spectrogram 1	1	232.515306809	232.521640090	82278.5	88833.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 120
559	Spectrogram 1	1	232.784075356	232.816929254	59222.4	71654.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
560	Spectrogram 1	1	233.110239267	233.136364053	66907.8	78209.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
561	Spectrogram 1	1	233.152197256	233.170801270	99005.4	107821.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
562	Spectrogram 1	1	233.519923407	233.538131591	65325.5	77079.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 121
563	Spectrogram 1	1	233.529819159	233.550006493	96745.0	103300.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 121
564	Spectrogram 1	1	234.015106764	234.084772860	58996.4	67359.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
565	Spectrogram 1	1	238.261175376	238.290070972	64421.3	72558.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
566	Spectrogram 1	1	242.719804744	242.761762733	40687.2	46112.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
567	Spectrogram 1	1	243.080801783	243.100593288	63743.2	76627.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 122
568	Spectrogram 1	1	243.095051666	243.106530739	88155.5	100361.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 122
569	Spectrogram 1	1	243.233987946	243.276737595	58092.2	69846.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
570	Spectrogram 1	1	246.129088714	246.185296587	58770.3	85217.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
571	Spectrogram 1	1	246.699875618	246.744208588	57188.1	67133.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
572	Spectrogram 1	1	247.135288714	247.171705082	62613.0	70524.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
573	Spectrogram 1	1	251.431627323	251.463293730	68716.1	80244.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
574	Spectrogram 1	1	251.579667775	251.615688313	55605.8	61256.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	1	
575	Spectrogram 1	1	251.744333010	251.803311693	58318.3	68264.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
576	Spectrogram 1	1	252.028934843	252.057434609	57866.2	69620.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 123
577	Spectrogram 1	1	252.048726347	252.098996768	72558.8	92224.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 123
578	Spectrogram 1	1	255.466718579	255.516989000	58092.2	84086.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
579	Spectrogram 1	1	255.905298234	255.935381321	58318.3	64873.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
580	Spectrogram 1	1	257.996468258	258.011113972	62160.9	69394.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 124
581	Spectrogram 1	1	258.006759841	258.019822234	86121.2	93128.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 124
582	Spectrogram 1	1	261.872435820	261.917164620	61030.7	78887.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
583	Spectrogram 1	1	263.543630203	263.618442090	61934.9	75045.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
584	Spectrogram 1	1	264.125896180	264.151229305	73236.9	88155.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
585	Spectrogram 1	1	264.249395086	264.266415780	73236.9	86347.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 125
586	Spectrogram 1	1	264.272749061	264.289769755	83408.7	94258.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 125
587	Spectrogram 1	1	264.260874158	264.279874002	58996.4	71654.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 125
588	Spectrogram 1	1	265.401656306	265.468947421	57188.1	69168.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
589	Spectrogram 1	1	269.798139927	269.824264713	60352.6	76853.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
590	Spectrogram 1	1	272.235661196	272.253473550	86573.2	100813.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
591	Spectrogram 1	1	274.620141315	274.658932663	66681.7	76401.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
592	Spectrogram 1	1	275.594674827	275.614466331	68038.0	80922.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
593	Spectrogram 1	1	277.557595903	277.576199917	62839.1	68942.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 126
594	Spectrogram 1	1	277.588074819	277.600345552	76853.5	81826.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 126
595	Spectrogram 1	1	277.573824936	277.591241460	91094.0	97423.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	1	6 step 126
596	Spectrogram 1	1	277.576199917	277.599553892	44303.8	49954.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 126
597	Spectrogram 1	1	277.961738340	277.998946368	61934.9	74141.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 127
598	Spectrogram 1	1	277.990633937	278.004883820	89963.8	97649.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 127
599	Spectrogram 1	1	281.143815922	281.188148891	63065.1	77079.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
600	Spectrogram 1	1	281.278398151	281.333814363	63969.3	73462.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
601	Spectrogram 1	1	283.483962990	283.535420901	62387.0	74141.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
602	Spectrogram 1	1	284.523412635	284.589912090	53571.4	70976.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
603	Spectrogram 1	1	285.905255225	285.972150510	64873.4	95614.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 128
604	Spectrogram 1	1	285.894963643	285.920296769	49954.8	63743.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 128
605	Spectrogram 1	1	287.380909122	287.419700470	61708.9	77079.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 129
606	Spectrogram 1	1	287.407033907	287.428012902	89963.8	107142.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 129
607	Spectrogram 1	1	288.723168784	288.743751949	68942.1	82052.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 130
608	Spectrogram 1	1	288.757210172	288.801938971	61708.9	68490.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 130
609	Spectrogram 1	1	289.787951555	289.878992475	70298.4	100361.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
610	Spectrogram 1	1	289.958950072	290.005262192	54475.6	61708.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
611	Spectrogram 1	1	291.298834754	291.326938690	77757.7	98101.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
612	Spectrogram 1	1	292.258326722	292.303847182	63291.1	83860.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
613	Spectrogram 1	1	292.840196868	292.928071148	58092.2	70298.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
614	Spectrogram 1	1	296.113315289	296.169127331	58770.3	71654.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
615	Spectrogram 1	1	298.397650395	298.427337652	56283.9	64647.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
616	Spectrogram 1	1	302.493699404	302.544365655	56962.0	66229.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
617	Spectrogram 1	1	306.601227566	306.628144012	56283.9	62839.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	1	2 step 131
618	Spectrogram 1	1	306.589748494	306.602810887	74367.1	79113.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	1	2 step 131
619	Spectrogram 1	1	306.973307767	307.025557338	57188.1	63291.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
620	Spectrogram 1	1	307.367158703	307.392095999	69394.2	79340.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
621	Spectrogram 1	1	307.728551491	307.747947166	54927.7	64647.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 132
622	Spectrogram 1	1	307.741218054	307.755072107	74819.2	86799.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 132
623	Spectrogram 1	1	308.672210256	308.731980599	60352.6	75045.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
624	Spectrogram 1	1	311.390374633	311.429561812	59900.5	70072.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
625	Spectrogram 1	1	312.265158963	312.310679423	63969.3	77757.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	3 step 13
626	Spectrogram 1	1	312.313846064	312.333241738	52667.3	57866.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	1	3 step 133
627	Spectrogram 1	1	312.693842866	312.763113131	58770.3	67133.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
628	Spectrogram 1	1	313.096797813	313.128464220	73010.8	83634.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
629	Spectrogram 1	1	319.700034267	319.762971251	58770.3	71654.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
630	Spectrogram 1	1	320.223321561	320.287446035	60126.6	70072.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
631	Spectrogram 1	1	322.000202496	322.048889597	64873.4	75497.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
632	Spectrogram 1	1	322.420969879	322.473219450	67359.9	80470.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 134
633	Spectrogram 1	1	322.480740222	322.501323386	64647.4	82278.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 134
634	Spectrogram 1	1	322.466886169	322.497365086	44077.8	51085.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 134
