Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	subtipos
1	Spectrogram 1	1	75.078417496	75.096521491	34971.6	43242.0	742-B5-A30_0094.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0094.flac	4
2	Spectrogram 1	1	125.177209106	125.190856733	34026.5	40170.1	742-B5-A30_0094.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0094.flac	1
3	Spectrogram 1	1	125.181108428	125.186957411	25992.4	30245.7	742-B5-A30_0094.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0094.flac	1
4	Spectrogram 1	1	131.376297536	131.393008916	57419.7	64981.1	742-B5-A30_0094.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0094.flac	4
5	Spectrogram 1	1	195.357237701	195.380076587	29773.2	39933.8	742-B5-A30_0094.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0094.flac	4
6	Spectrogram 1	1	195.485079757	195.501234091	33081.3	41587.9	742-B5-A30_0094.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0094.flac	4
7	Spectrogram 1	1	203.931851156	203.944941737	29064.3	40879.0	742-B5-A30_0094.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0094.flac	4
8	Spectrogram 1	1	203.791475565	203.807351376	32372.4	40879.0	742-B5-A30_0094.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0094.flac	4
9	Spectrogram 1	1	217.041099103	217.053632638	34499.1	47967.9	742-B5-A30_0094.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0094.flac	4
10	Spectrogram 1	1	217.150280118	217.168662636	30718.3	41351.6	742-B5-A30_0094.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0094.flac	4
11	Spectrogram 1	1	285.918197639	285.942429140	39933.8	47022.7	742-B5-A30_0094.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0094.flac	4
12	Spectrogram 1	1	286.716444921	286.742904606	36862.0	53638.9	742-B5-A30_0094.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0094.flac	4
13	Spectrogram 1	1	286.843451408	286.855984943	38988.7	49149.3	742-B5-A30_0094.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0094.flac	4
14	Spectrogram 1	1	287.226699238	287.251766308	40879.0	50094.5	742-B5-A30_0094.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0094.flac	4
15	Spectrogram 1	1	287.333652254	287.352591818	35207.9	48204.2	742-B5-A30_0094.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0094.flac	4
16	Spectrogram 1	1	291.145519618	291.160838382	66398.9	73251.4	742-B5-A30_0094.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0094.flac	4
17	Spectrogram 1	1	308.393621349	308.405319315	39225.0	47022.7	742-B5-A30_0094.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0094.flac	4
18	Spectrogram 1	1	312.233340590	312.245874125	35916.8	41115.3	742-B5-A30_0094.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0094.flac	4
19	Spectrogram 1	1	315.574504323	315.599292870	34499.1	43714.6	742-B5-A30_0094.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0094.flac	4
20	Spectrogram 1	1	315.687863184	315.705688656	34971.6	45132.3	742-B5-A30_0094.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0094.flac	4
21	Spectrogram 1	1	321.682516392	321.699227772	31899.8	38516.1	742-B5-A30_0094.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0094.flac	1
22	Spectrogram 1	1	321.804230942	321.822613460	36862.0	52930.1	742-B5-A30_0094.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0094.flac	4
23	Spectrogram 1	1	327.661014845	327.687753052	35207.9	42533.1	742-B5-A30_0094.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0094.flac	4
24	Spectrogram 1	1	349.682724406	349.700828401	20794.0	33081.3	742-B5-A30_0094.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0094.flac	4
