Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	subtipos
1	Spectrogram 1	1	26.301651478	26.326900671	59108.5	68556.2	742-B5-A30_0022.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0022.flac	4
2	Spectrogram 1	1	28.025307544	28.035215455	73401.2	82606.6	742-B5-A30_0022.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0022.flac	4
3	Spectrogram 1	1	28.741233681	28.781824156	56686.0	70978.7	742-B5-A30_0022.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0022.flac	4
4	Spectrogram 1	1	28.769678974	28.790453627	75823.6	96172.5	742-B5-A30_0022.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0022.flac	4
5	Spectrogram 1	1	29.268590068	29.294478481	56201.6	66133.7	742-B5-A30_0022.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0022.flac	4
6	Spectrogram 1	1	29.115496862	29.140106834	51841.1	62984.5	742-B5-A30_0022.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0022.flac	4
7	Spectrogram 1	1	30.731124736	30.773313261	54021.3	59350.8	742-B5-A30_0022.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0022.flac	1
8	Spectrogram 1	1	32.845983314	32.880181588	55474.8	67829.5	742-B5-A30_0022.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0022.flac	4
9	Spectrogram 1	1	33.730983160	33.801936587	65891.5	95688.0	742-B5-A30_0022.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0022.flac	6
10	Spectrogram 1	1	34.027261492	34.049314584	52325.6	64438.0	742-B5-A30_0022.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0022.flac	4
11	Spectrogram 1	1	34.044520433	34.067532356	67829.5	94476.7	742-B5-A30_0022.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0022.flac	6
12	Spectrogram 1	1	37.810163734	37.859064070	72432.2	93023.3	742-B5-A30_0022.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0022.flac	4
13	Spectrogram 1	1	38.488056282	38.531523247	71947.7	88178.3	742-B5-A30_0022.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0022.flac	4
14	Spectrogram 1	1	39.414924447	39.426750018	58866.3	65407.0	742-B5-A30_0022.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0022.flac	4
15	Spectrogram 1	1	39.423234307	39.445287400	75096.9	93507.8	742-B5-A30_0022.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0022.flac	4
16	Spectrogram 1	1	39.651435702	39.666776984	56201.6	65164.7	742-B5-A30_0022.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0022.flac	4
