Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	Begin File	subtipos
19	Spectrogram 1	1	33.894445264	33.920342862	60969.9	73446.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
20	Spectrogram 1	1	37.507016412	37.532914010	60734.5	70150.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
21	Spectrogram 1	1	67.564831437	67.595384782	61205.3	68032.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
22	Spectrogram 1	1	84.902845810	84.918267975	60969.9	68973.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
23	Spectrogram 1	1	85.720220942	85.750774288	65913.4	70386.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
24	Spectrogram 1	1	86.063291561	86.087734238	60028.2	66384.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
25	Spectrogram 1	1	87.591250608	87.618021158	62382.3	69679.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
26	Spectrogram 1	1	105.718704744	105.746930216	61440.7	66855.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
27	Spectrogram 1	1	108.439990762	108.466761313	41195.9	47316.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	1
28	Spectrogram 1	1	118.224050254	118.247619978	61205.3	70386.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
29	Spectrogram 1	1	115.993363868	116.019261466	60734.5	68267.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
30	Spectrogram 1	1	123.314240368	123.335191234	59792.8	65678.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
31	Spectrogram 1	1	134.204621026	134.222371065	62617.7	68267.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
32	Spectrogram 1	1	138.414874202	138.440189831	64971.8	86393.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
33	Spectrogram 1	1	139.492098018	139.514503805	59322.0	64500.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	1
34	Spectrogram 1	1	146.965158839	146.983490846	60263.7	68267.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
35	Spectrogram 1	1	146.938388288	146.968068681	34604.5	39783.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	1
36	Spectrogram 1	1	150.604500731	150.633890140	63559.3	92278.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	6
37	Spectrogram 1	1	157.968151915	157.990266718	60969.9	68738.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
38	Spectrogram 1	1	162.843304671	162.880841639	61205.3	68502.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
39	Spectrogram 1	1	163.075801084	163.108100335	59086.6	66855.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	1
40	Spectrogram 1	1	171.399700858	171.417741881	68738.2	76035.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
41	Spectrogram 1	1	171.777689587	171.801550295	63088.5	70150.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
42	Spectrogram 1	1	172.106210993	172.127743827	33427.5	40254.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	1
43	Spectrogram 1	1	176.474468614	176.501821133	65442.6	72740.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
44	Spectrogram 1	1	177.858390459	177.898255301	40254.2	48964.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
45	Spectrogram 1	1	178.284682572	178.311162139	56026.4	67090.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
46	Spectrogram 1	1	178.573339137	178.587015397	61676.1	69679.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
47	Spectrogram 1	1	183.275356074	183.299507766	58380.4	67090.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
48	Spectrogram 1	1	185.881412330	185.902945165	64030.1	72033.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
49	Spectrogram 1	1	195.360519947	195.407659395	56968.0	64030.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	1
50	Spectrogram 1	1	198.101884070	198.117597220	71563.1	84275.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
51	Spectrogram 1	1	198.091699622	198.107121787	59322.0	63794.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
52	Spectrogram 1	1	199.618494732	199.637117723	60969.9	67090.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
53	Spectrogram 1	1	202.105829416	202.145403273	37194.0	42137.5	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	1
54	Spectrogram 1	1	212.774480520	212.796013354	60263.7	66384.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
55	Spectrogram 1	1	213.062845907	213.090780395	62617.7	72504.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
56	Spectrogram 1	1	217.012668183	217.034492001	61676.1	71327.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
57	Spectrogram 1	1	219.210764334	219.223567640	60734.5	70621.5	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
58	Spectrogram 1	1	219.222403703	219.230260278	73917.1	86393.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
59	Spectrogram 1	1	220.860063563	220.885379193	70621.5	87806.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	6
60	Spectrogram 1	1	222.835847557	222.903646887	36252.4	43079.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	1
61	Spectrogram 1	1	227.355126195	227.364728675	68267.4	78389.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
62	Spectrogram 1	1	229.491242701	229.516558331	64500.9	72504.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
63	Spectrogram 1	1	229.925973358	229.941977491	66148.8	72740.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
64	Spectrogram 1	1	231.196993122	231.207468555	62382.3	73446.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
65	Spectrogram 1	1	232.737464685	232.768309015	61440.7	72504.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
66	Spectrogram 1	1	233.026121056	233.071223614	36252.4	44491.5	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	1
67	Spectrogram 1	1	261.136085941	261.161401570	57438.8	68973.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
68	Spectrogram 1	1	263.377538744	263.402854373	53201.5	62382.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
69	Spectrogram 1	1	271.518699531	271.557982404	29896.4	34839.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	1
70	Spectrogram 1	1	274.932818983	274.965118235	67796.6	86158.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
71	Spectrogram 1	1	278.362069616	278.405426269	36487.8	40725.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	1
72	Spectrogram 1	1	294.080173480	294.099960409	60499.1	67561.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	1
73	Spectrogram 1	1	294.376395443	294.392981545	63559.3	74623.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
74	Spectrogram 1	1	298.693730573	298.721083092	37664.8	42137.5	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	1
75	Spectrogram 1	1	303.582268412	303.644830024	39548.0	49199.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	1
76	Spectrogram 1	1	306.609379258	306.636440793	60028.2	66148.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	1
77	Spectrogram 1	1	310.863571054	310.876665345	60499.1	67561.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
78	Spectrogram 1	1	310.871136645	310.881321093	77448.2	86393.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
79	Spectrogram 1	1	311.128948880	311.161539115	39783.4	44020.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	1
80	Spectrogram 1	1	311.114981636	311.156883367	58145.0	74623.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
81	Spectrogram 1	1	315.184980405	315.206222255	57674.2	69209.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
82	Spectrogram 1	1	324.880289509	324.926556004	66384.2	84275.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
83	Spectrogram 1	1	325.039166907	325.091835055	35310.7	43079.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	1
84	Spectrogram 1	1	329.076284456	329.128370636	61911.5	83097.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
85	Spectrogram 1	1	329.645450027	329.660290224	61440.7	69209.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
86	Spectrogram 1	1	333.029598543	333.065389605	69444.4	85922.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
87	Spectrogram 1	1	337.628315879	337.652467572	60028.2	65442.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
88	Spectrogram 1	1	340.410999766	340.432241616	55320.2	66619.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
89	Spectrogram 1	1	340.424967010	340.445335907	68032.0	91337.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	6
90	Spectrogram 1	1	347.696667173	347.730130361	36487.8	43549.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	1
91	Spectrogram 1	1	347.707142605	347.743806620	57438.8	70856.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
92	Spectrogram 1	1	347.688519614	347.701031936	57438.8	66855.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
93	Spectrogram 1	1	347.605589104	347.619265363	78389.8	84510.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
94	Spectrogram 1	1	347.696376188	347.715581149	76742.0	82391.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	1
95	Spectrogram 1	1	348.496292266	348.516661163	59086.6	65678.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
96	Spectrogram 1	1	354.828694704	354.854301318	60969.9	68973.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	1
97	Spectrogram 1	1	357.076840145	357.084114751	96516.0	103342.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
98	Spectrogram 1	1	357.093717232	357.120778766	69444.4	104755.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	6
99	Spectrogram 1	1	357.946301651	358.002752594	59086.6	81920.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
100	Spectrogram 1	1	358.100814285	358.125838930	49435.0	57909.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
101	Spectrogram 1	1	359.876401118	359.894733126	65678.0	82862.5	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
102	Spectrogram 1	1	359.862724859	359.876401118	53907.7	60969.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
103	Spectrogram 1	1	363.665890881	363.701099975	50141.2	64736.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
104	Spectrogram 1	1	363.681895015	363.701972928	64265.5	86393.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	6
105	Spectrogram 1	1	363.792760012	363.820694500	50847.5	61205.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
106	Spectrogram 1	1	367.059932861	367.106490341	62617.7	88276.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
107	Spectrogram 1	1	367.206588921	367.222302071	48258.0	59322.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
108	Spectrogram 1	1	369.859784378	369.904886936	52495.3	64500.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
109	Spectrogram 1	1	370.078313546	370.122252168	63323.9	85452.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	6
110	Spectrogram 1	1	372.104147024	372.154487298	67325.8	82862.5	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
111	Spectrogram 1	1	372.091634701	372.115204425	56261.8	64265.5	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
112	Spectrogram 1	1	371.819273254	371.831785577	69679.8	84510.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
113	Spectrogram 1	1	376.058333429	376.113329452	55084.7	72504.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
114	Spectrogram 1	1	380.214462847	380.248798988	65207.2	83333.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
115	Spectrogram 1	1	380.208934146	380.218827611	52024.5	56968.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
116	Spectrogram 1	1	389.989791737	390.010160635	40489.6	47551.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
117	Spectrogram 1	1	390.162927557	390.188534170	57203.4	65207.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
118	Spectrogram 1	1	401.064657041	401.082116096	58615.8	65207.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
119	Spectrogram 1	1	401.199091956	401.297735615	60263.7	70856.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
120	Spectrogram 1	1	419.800851047	419.823547818	60734.5	70150.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
121	Spectrogram 1	1	433.590019187	433.618535644	76742.0	84275.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
122	Spectrogram 1	1	446.545808503	446.581890549	62146.9	72033.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
123	Spectrogram 1	1	472.190263595	472.210923477	59792.8	68267.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
124	Spectrogram 1	1	547.337855003	547.358514885	61911.5	70150.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
125	Spectrogram 1	1	554.571435789	554.588894844	66619.6	81214.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
126	Spectrogram 1	1	574.739563406	574.755567540	32015.1	45197.7	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
127	Spectrogram 1	1	576.176152959	576.224165360	41666.7	51318.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	1
128	Spectrogram 1	1	576.203214494	576.232603903	60499.1	86393.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	6
129	Spectrogram 1	1	576.258501501	576.310587681	64500.9	104519.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	6
130	Spectrogram 1	1	576.174407054	576.206997289	87570.6	95809.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
131	Spectrogram 1	1	591.563116118	591.577665330	35310.7	45433.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
132	Spectrogram 1	1	592.588254002	592.615606521	60969.9	78860.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
133	Spectrogram 1	1	593.802823016	593.829302582	29661.0	45668.5	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
134	Spectrogram 1	1	609.502595120	609.526746812	62382.3	71798.5	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
135	Spectrogram 1	1	685.196655327	685.227499657	59792.8	85922.8	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
136	Spectrogram 1	1	692.234112098	692.250407216	52024.5	61676.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
137	Spectrogram 1	1	696.795001042	696.856398718	53201.5	90866.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	6
138	Spectrogram 1	1	827.782204046	827.806937707	61440.7	73917.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
139	Spectrogram 1	1	832.777823647	832.802557308	58615.8	65442.6	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
140	Spectrogram 1	1	894.130134923	894.147302993	63794.7	78625.2	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
141	Spectrogram 1	1	894.159233347	894.176692402	63088.5	81920.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
142	Spectrogram 1	1	894.172618623	894.202880984	55084.7	60734.5	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	1
143	Spectrogram 1	1	894.874763994	894.926268205	58851.2	69209.0	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
144	Spectrogram 1	1	899.969318871	899.999872217	55791.0	64030.1	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
145	Spectrogram 1	1	899.993470564	900.003655012	68267.4	76977.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
146	Spectrogram 1	1	900.296385357	900.310934569	63323.9	73210.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
147	Spectrogram 1	1	901.140822024	901.187670488	66148.8	83097.9	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
148	Spectrogram 1	1	903.063647078	903.077614322	44962.3	54378.5	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	1
149	Spectrogram 1	1	903.073831527	903.129118534	60263.7	82156.3	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	6
150	Spectrogram 1	1	903.257442586	903.297598412	44491.5	57203.4	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0042.flac	742-B5-A30_0042.flac	4
