Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	subtipos
1	Spectrogram 1	1	1.810636111	1.837226055	74372.8	88037.6	742-B5-A30_0029.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0029.flac	4
2	Spectrogram 1	1	1.833027642	1.861017056	63172.0	71908.6	742-B5-A30_0029.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0029.flac	4
3	Spectrogram 1	1	1.573568512	1.584204489	67428.3	79301.1	742-B5-A30_0029.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0029.flac	4
4	Spectrogram 1	1	2.175065867	2.193538880	71684.6	87141.6	742-B5-A30_0029.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0029.flac	4
5	Spectrogram 1	1	3.320113346	3.342224982	61828.0	70564.5	742-B5-A30_0029.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0029.flac	4
6	Spectrogram 1	1	6.390553108	6.424980087	74372.8	86469.5	742-B5-A30_0029.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0029.flac	4
7	Spectrogram 1	1	6.749377156	6.764771333	75044.8	84229.4	742-B5-A30_0029.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0029.flac	4
8	Spectrogram 1	1	7.501173184	7.522165244	64516.1	77509.0	742-B5-A30_0029.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0029.flac	4
9	Spectrogram 1	1	7.512089055	7.519646197	91397.8	100134.4	742-B5-A30_0029.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0029.flac	4
10	Spectrogram 1	1	8.705837875	8.749501361	60483.9	72580.6	742-B5-A30_0029.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0029.flac	4
11	Spectrogram 1	1	9.163464978	9.182777673	75492.8	88933.7	742-B5-A30_0029.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0029.flac	4
12	Spectrogram 1	1	9.745365263	9.766077430	58467.7	70116.5	742-B5-A30_0029.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0029.flac	4
13	Spectrogram 1	1	10.414872414	10.429986698	56899.6	68100.4	742-B5-A30_0029.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0029.flac	4
14	Spectrogram 1	1	12.852471582	12.877662054	74372.8	93190.0	742-B5-A30_0029.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0029.flac	6
15	Spectrogram 1	1	13.214654783	13.245723032	73700.7	93638.0	742-B5-A30_0029.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0029.flac	4
16	Spectrogram 1	1	15.663449478	15.679683338	74820.8	101254.5	742-B5-A30_0029.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0029.flac	6
17	Spectrogram 1	1	15.728105210	15.735102563	92741.9	104614.7	742-B5-A30_0029.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0029.flac	4
18	Spectrogram 1	1	15.749936953	15.799478215	62052.0	105286.7	742-B5-A30_0029.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0029.flac	6
19	Spectrogram 1	1	16.061739023	16.100364414	67204.3	85797.5	742-B5-A30_0029.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0029.flac	6
20	Spectrogram 1	1	16.300768803	16.331837052	69220.4	80197.1	742-B5-A30_0029.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0029.flac	4
21	Spectrogram 1	1	21.355659547	21.372733089	75492.8	85797.5	742-B5-A30_0029.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0029.flac	4
22	Spectrogram 1	1	192.313120590	192.335792015	55779.6	61603.9	742-B5-A30_0029.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0029.flac	4
23	Spectrogram 1	1	194.772271792	194.812576548	58691.8	69220.4	742-B5-A30_0029.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0029.flac	4
24	Spectrogram 1	1	565.712234673	565.752259535	48163.1	56227.6	742-B5-A30_0029.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0029.flac	4
25	Spectrogram 1	1	565.753938900	565.769053184	57123.7	66980.3	742-B5-A30_0029.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0029.flac	4
26	Spectrogram 1	1	565.741343664	565.751139959	69444.4	88485.7	742-B5-A30_0029.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0029.flac	6
