"sound.files","selec","start","end","bottom.freq","top.freq","subtypes","composed.subtype","count.subtypes","composed.subtype.label","subtype.label"
"742-B5-A30_0019.flac",723,3.847350123,3.871793607,58.0197,88.7097,"4-6",723,2,"composed.complex","complex"
"742-B5-A30_0019.flac",724,4.164560055,4.199558679,53.9875,83.1093,"4-4",724,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",725,5.190075835,5.238962801,49.2832,82.6613,"4-6",725,2,"composed.complex","complex"
"742-B5-A30_0019.flac",726,19.365913782,19.421467153,57.3477,94.9821,"4-4",726,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",727,27.132277826,27.173942854,58.4677,89.1577,"4-4",727,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",728,30.676584731,30.726860532,49.9552,91.1738,"4-6",728,2,"composed.complex","complex"
"742-B5-A30_0019.flac",729,31.466554218,31.501552842,57.5717,94.5341,"4-6",729,2,"composed.complex","complex"
"742-B5-A30_0019.flac",730,37.328270676,37.350492024,56.6756,90.7258,"4-4",730,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",731,39.826784822,39.863727813,55.3315,94.31,"4-6",731,2,"composed.complex","complex"
"742-B5-A30_0019.flac",732,41.910037336,41.949480229,56.8996,90.7258,"4-6",732,2,"composed.complex","complex"
"742-B5-A30_0019.flac",733,42.237246875,42.265856861,59.1398,91.3978,"4-4",733,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",734,43.179432598,43.208320351,54.2115,83.7814,"4-4",734,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",735,44.360220049,44.389385569,54.2115,86.0215,"4-4",735,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",736,44.716872874,44.741871891,54.6595,74.1487,"4-4",736,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",737,47.219275336,47.263718032,53.9875,80.4211,"4-4",737,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",738,47.626481729,47.656202782,58.4677,84.6774,"4-4",738,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",739,69.134535624,69.168145413,58.9158,93.414,"4-6",739,2,"composed.complex","complex"
"742-B5-A30_0019.flac",740,69.938115686,69.975891979,60.2599,85.5735,"4-4",740,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",741,71.547497578,71.574440963,59.3638,91.6219,"4-6",741,2,"composed.complex","complex"
"742-B5-A30_0019.flac",742,135.881386024,135.916940182,58.0197,84.4534,"4-4",742,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",743,137.052173869,137.112171509,34.2742,81.0932,"4-1-1",743,3,"composed.complex","complex"
"742-B5-A30_0019.flac",744,143.40164845,143.443035712,57.3477,86.2455,"4-4",744,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",745,164.838592348,164.883868346,56.8996,86.4695,"4-4",745,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",746,168.207905951,168.242349041,56.8996,84.0054,"4-6",746,2,"composed.complex","complex"
"742-B5-A30_0019.flac",747,173.336317308,173.391037379,54.2115,83.1093,"4-4",747,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",748,174.207950066,174.249337328,44.5789,72.8047,"1-4",748,2,"step.flat.trill","step.flat.trill"
"742-B5-A30_0019.flac",749,175.516510455,175.541231705,54.8835,72.8047,"4-4",749,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",750,196.867345366,196.897066419,55.1075,90.9498,"4-6",750,2,"composed.complex","complex"
"742-B5-A30_0019.flac",751,202.19213873,202.234359292,57.7957,90.2778,"4-4",751,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",752,207.589706169,207.649426043,53.0914,78.181,"4-6",752,2,"composed.complex","complex"
"742-B5-A30_0019.flac",753,209.381581069,209.426301532,58.4677,96.9982,"4-6",753,2,"composed.complex","complex"
"742-B5-A30_0019.flac",754,210.726806682,210.770416078,55.7796,91.1738,"4-6",754,2,"composed.complex","complex"
"742-B5-A30_0019.flac",755,214.375553504,214.423884937,55.7796,75.4928,"4-4",755,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",756,215.961603165,216.005212561,60.0358,80.8692,"4-4",756,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",757,217.714312517,217.770143655,54.8835,86.6935,"4-6",757,2,"composed.complex","complex"
"742-B5-A30_0019.flac",758,218.256235835,218.303733967,49.7312,79.5251,"4-4",758,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",759,219.115091501,219.155645462,38.3065,90.9498,"4-4-4",759,3,"composed.complex","complex"
"742-B5-A30_0019.flac",760,224.730706342,224.776260106,56.8996,88.0376,"4-6",760,2,"composed.complex","complex"
"742-B5-A30_0019.flac",761,227.349492879,227.403935182,50.1792,76.3889,"4-4",761,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",762,227.606149636,227.658925339,46.819,81.7652,"4-6",762,2,"composed.complex","complex"
"742-B5-A30_0019.flac",763,228.296400638,228.333899164,57.3477,77.0609,"4-4",763,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",764,234.55643537,234.601433601,50.6272,85.1254,"4-6",764,2,"composed.complex","complex"
"742-B5-A30_0019.flac",765,234.985863296,235.037527931,57.1237,77.2849,"4-4",765,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",766,235.22474279,235.277518493,50.4032,82.4373,"4-4",766,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",767,238.503504583,238.554058151,62.5,98.5663,"4-4",767,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",768,239.800120392,239.850396193,54.2115,87.8136,"4-4",768,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",769,240.860912562,240.905910793,53.7634,83.3333,"4-4",769,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",770,246.505137993,246.555413794,52.8674,85.5735,"4-6",770,2,"composed.complex","complex"
"742-B5-A30_0019.flac",771,258.80354885,258.84243621,58.9158,88.7097,"4-4",771,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",772,260.418486263,260.470706432,60.4839,98.1183,"4-6",772,2,"composed.complex","complex"
"742-B5-A30_0019.flac",773,260.992908303,261.034851098,59.1398,90.9498,"4-6",773,2,"composed.complex","complex"
"742-B5-A30_0019.flac",774,262.567013988,262.605345814,59.5878,86.4695,"4-4",774,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",775,269.340639161,269.396192532,51.0753,94.9821,"4-6",775,2,"composed.complex","complex"
"742-B5-A30_0019.flac",776,270.098387509,270.149218843,48.3871,79.7491,"4-6",776,2,"composed.complex","complex"
"742-B5-A30_0019.flac",777,270.358933003,270.403653466,49.2832,80.4211,"4-6",777,2,"composed.complex","complex"
"742-B5-A30_0019.flac",778,270.728918637,270.768083764,37.8584,87.8136,"4-4-6",778,3,"composed.complex","complex"
"742-B5-A30_0019.flac",779,274.843758426,274.87959035,54.6595,90.9498,"4-4",779,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",780,275.41012541,275.46845645,53.0914,84.4534,"4-4",780,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",781,275.891217971,275.926216595,52.1953,83.1093,"4-4",781,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",782,276.954787389,276.995063583,53.5394,88.4857,"4-6",782,2,"composed.complex","complex"
"742-B5-A30_0019.flac",783,277.35866058,277.391437068,59.1398,79.9731,"4-4",783,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",784,280.521871177,280.569647076,54.6595,84.9014,"4-6",784,2,"composed.complex","complex"
"742-B5-A30_0019.flac",785,281.328228724,281.374338022,55.7796,86.6935,"4-4",785,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",786,281.94126054,281.993480709,53.3154,83.5573,"4-6",786,2,"composed.complex","complex"
"742-B5-A30_0019.flac",787,286.612467707,286.668576611,49.5072,89.1577,"4-6",787,2,"composed.complex","complex"
"742-B5-A30_0019.flac",788,291.578663457,291.630883626,58.4677,97.2222,"4-6",788,2,"composed.complex","complex"
"742-B5-A30_0019.flac",789,294.9615874,294.993808355,56.8996,85.3495,"4-6",789,2,"composed.complex","complex"
"742-B5-A30_0019.flac",790,298.116742574,298.153130032,56.2276,84.6774,"4-6",790,2,"composed.complex","complex"
"742-B5-A30_0019.flac",791,299.845842164,299.906117571,58.9158,89.1577,"4-6",791,2,"composed.complex","complex"
"742-B5-A30_0019.flac",792,301.265231107,301.301340798,53.3154,81.3172,"4-6",792,2,"composed.complex","complex"
"742-B5-A30_0019.flac",793,302.075199807,302.11825367,56.4516,88.2616,"4-6",793,2,"composed.complex","complex"
"742-B5-A30_0019.flac",794,304.325667547,304.399831297,48.3871,79.3011,"4-4-4",794,3,"composed.complex","complex"
"742-B5-A30_0019.flac",795,304.621767198,304.671487465,53.3154,83.1093,"4-4",795,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",796,304.903978507,304.950643338,47.9391,84.6774,"4-6",796,2,"composed.complex","complex"
"742-B5-A30_0019.flac",797,306.480028376,306.523915539,49.9552,83.1093,"4-6",797,2,"composed.complex","complex"
"742-B5-A30_0019.flac",798,307.027506794,307.054450179,52.6434,78.629,"4-4",798,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",799,307.970803401,308.025523471,49.7312,90.0538,"4-6",799,2,"composed.complex","complex"
"742-B5-A30_0019.flac",800,310.727085372,310.779583307,58.2437,93.19,"4-6",800,2,"composed.complex","complex"
"742-B5-A30_0019.flac",801,312.808670864,312.873390541,48.1631,78.405,"4-4",801,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",802,313.203655515,313.246987145,51.2993,78.181,"4-6",802,2,"composed.complex","complex"
"742-B5-A30_0019.flac",803,313.570863481,313.589751627,50.4032,75.4928,"4-4",803,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",804,315.493566754,315.539676051,30.2419,70.7885,"4-4-4-4",804,4,"composed.complex","complex"
"742-B5-A30_0019.flac",805,315.790221938,315.846330843,51.9713,77.957,"4-4-4",805,3,"composed.complex","complex"
"742-B5-A30_0019.flac",806,325.849275125,325.893162288,53.0914,83.5573,"4-4",806,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",807,338.069077961,338.102965518,56.6756,81.5412,"4-4",807,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",808,345.889328774,345.952937384,41.6667,82.8853,"4-4-4",808,3,"composed.complex","complex"
"742-B5-A30_0019.flac",809,349.042817532,349.093371099,55.1075,78.853,"4-4",809,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",810,349.615850921,349.66446012,53.7634,82.8853,"4-6",810,2,"composed.complex","complex"
"742-B5-A30_0019.flac",811,350.772750423,350.810248948,57.7957,89.8297,"4-6",811,2,"composed.complex","complex"
"742-B5-A30_0019.flac",812,358.486061417,358.535503917,53.5394,83.3333,"4-6",812,2,"composed.complex","complex"
"742-B5-A30_0019.flac",813,362.1250864,362.175917734,52.4194,86.0215,"4-6",813,2,"composed.complex","complex"
"742-B5-A30_0019.flac",814,363.904739558,363.949182254,51.0753,81.0932,"4-4",814,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",815,366.122708575,366.169651174,52.4194,86.4695,"4-6",815,2,"composed.complex","complex"
"742-B5-A30_0019.flac",816,369.682570425,369.741456998,56.0036,81.0932,"4-4",816,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",817,385.270575561,385.324740098,55.1075,80.6452,"4-4",817,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",818,395.432124296,395.463234184,52.4194,80.1971,"4-4",818,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",819,398.288680286,398.327289879,58.6918,81.5412,"4-4",819,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",820,497.516491929,497.558434724,58.4677,81.7652,"4-4",820,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",821,497.830368659,497.879255625,49.0591,75.9409,"4-4",821,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",822,506.942514927,506.979457918,54.6595,85.1254,"4-6",822,2,"composed.complex","complex"
"742-B5-A30_0019.flac",823,520.556151735,520.601983266,51.2993,83.7814,"4-6",823,2,"composed.complex","complex"
"742-B5-A30_0019.flac",824,521.864434357,521.921098795,51.0753,78.853,"4-6",824,2,"composed.complex","complex"
"742-B5-A30_0019.flac",825,523.676585395,523.731583233,55.3315,83.7814,"4-6",825,2,"composed.complex","complex"
"742-B5-A30_0019.flac",826,527.405606839,527.472271068,49.9552,84.2294,"4-6",826,2,"composed.complex","complex"
"742-B5-A30_0019.flac",827,527.877533093,527.928919961,46.371,68.1004,"4-4",827,2,"step.trill","step.trill"
"742-B5-A30_0019.flac",828,529.589688485,529.642741954,57.1237,88.7097,"6-4",828,2,"composed.complex","complex"
"742-B5-A30_0019.flac",829,538.744610612,538.79683078,46.371,84.0054,"4-6",829,2,"composed.complex","complex"
"742-B5-A30_0021.flac",830,44.290506148,44.326491539,52.8674,85.1254,"4-4",830,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",831,46.899030051,46.925251964,61.1559,99.0143,"4-4",831,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",832,76.722842582,76.773891626,59.5878,88.2616,"4-4",832,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",833,79.062451608,79.106526738,51.5233,80.4211,"4-4",833,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",834,87.97148997,88.0155651,54.8835,87.3656,"4-6",834,2,"composed.complex","complex"
"742-B5-A30_0021.flac",835,123.674872045,123.707788914,45.6989,66.7563,"4-4",835,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",836,126.078641677,126.12494846,51.7473,84.9014,"4-6",836,2,"composed.complex","complex"
"742-B5-A30_0021.flac",837,130.708206075,130.72940677,52.6434,87.8136,"4-4",837,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",838,138.144631618,138.154953009,63.8441,90.5018,"4-4",838,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",839,141.378018312,141.398661095,53.0914,82.6613,"4-4",839,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",840,141.694634148,141.709976757,48.8351,76.1649,"4-4",840,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",841,141.906641289,141.943463549,58.4677,87.5896,"4-6",841,2,"composed.complex","complex"
"742-B5-A30_0021.flac",842,142.024081984,142.05644094,56.6756,93.638,"4-4",842,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",843,143.109222981,143.140187155,57.5717,87.3656,"4-6",843,2,"composed.complex","complex"
"742-B5-A30_0021.flac",844,146.944876329,146.984488155,49.9552,88.0376,"6-4",844,2,"composed.complex","complex"
"742-B5-A30_0021.flac",845,147.594287479,147.619393566,56.6756,83.5573,"4-4",845,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",846,151.525344379,151.550450466,51.0753,79.0771,"4-4",846,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",847,151.708339857,151.745998987,53.9875,79.9731,"4-4",847,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",848,157.199043588,157.252324284,51.5233,80.1971,"4-4",848,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",849,157.574240294,157.589582902,49.0591,76.8369,"4-4",849,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",850,161.821354694,161.841997477,63.172,93.19,"4-4",850,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",851,167.145521198,167.191827981,64.2921,90.2778,"4-6",851,2,"composed.complex","complex"
"742-B5-A30_0021.flac",852,185.969793432,185.983462302,64.0681,86.6935,"4-4",852,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",853,186.088907866,186.118198301,53.0914,68.1004,"4-4",853,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",854,189.263992648,189.291609344,58.0197,86.2455,"4-4",854,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",855,197.647755278,197.689319799,55.3315,81.9892,"4-6",855,2,"composed.complex","complex"
"742-B5-A30_0021.flac",856,201.061347648,201.11407043,53.3154,99.0143,"4-6",856,2,"composed.complex","complex"
"742-B5-A30_0021.flac",857,212.89943077,212.92593164,54.8835,72.1326,"4-4",857,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",858,219.958706912,219.980186564,58.6918,87.8136,"4-4",858,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",859,220.358730748,220.3802104,55.7796,90.2778,"4-4",859,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",860,230.548738007,230.596997485,57.3477,92.2939,"4-4",860,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",861,231.797626905,231.811853687,50.8513,79.9731,"4-4",861,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",862,232.491671283,232.537978065,53.5394,87.8136,"4-4",862,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",863,241.852341097,241.882468401,54.6595,82.2133,"4-4",863,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",864,250.268184805,250.315049501,51.9713,75.4928,"4-4",864,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",865,252.285878243,252.337206243,53.0914,88.2616,"4-6",865,2,"composed.complex","complex"
"742-B5-A30_0021.flac",866,252.714076687,252.747830426,54.8835,85.5735,"4-6",866,2,"composed.complex","complex"
"742-B5-A30_0021.flac",867,252.939752698,252.96597461,51.9713,80.4211,"4-4",867,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",868,254.704432572,254.724238484,56.6756,84.0054,"4-4",868,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",869,255.109477624,255.16275832,45.0269,84.4534,"4-6",869,2,"composed.complex","complex"
"742-B5-A30_0021.flac",870,256.583205848,256.640670891,49.0591,80.1971,"4-4",870,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",871,257.322440997,257.347268127,52.1953,83.1093,"4-4",871,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",872,257.560111952,257.599165865,48.8351,79.5251,"4-4",872,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",873,258.163215897,258.186369289,47.9391,79.5251,"4-4",873,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",874,261.170089713,261.197985365,51.9713,81.5412,"4-4",874,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",875,261.293946593,261.321842245,52.6434,86.4695,"4-4",875,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",876,267.722223137,267.733939311,54.4355,81.9892,"4-4",876,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",877,271.102619919,271.122983745,55.5556,84.4534,"4-4",877,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",878,272.738700837,272.774407271,53.5394,88.0376,"4-4",878,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",879,275.417521783,275.460202131,53.7634,84.9014,"4-6",879,2,"composed.complex","complex"
"742-B5-A30_0021.flac",880,278.985377109,279.03977363,59.1398,91.8459,"4-4",880,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",881,281.415089698,281.459164828,53.7634,78.405,"4-4",881,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",882,281.689303958,281.732542218,51.9713,81.7652,"4-4",882,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",883,291.278996837,291.310239968,53.0914,94.086,"4-4",883,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",884,297.513120066,297.574211544,39.2025,87.1416,"4-4-4",884,3,"composed.complex","complex"
"742-B5-A30_0021.flac",885,301.990374204,302.010459073,65.4122,96.5502,"4-4",885,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",886,311.544360226,311.565560922,59.3638,84.0054,"4-4",886,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",887,321.677739127,321.708424344,54.8835,86.0215,"4-4",887,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",888,341.141102809,341.157003331,51.9713,85.7975,"4-4",888,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",889,367.045016701,367.06593844,62.276,90.9498,"4-4",889,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",890,382.99687343,383.011100213,57.7957,84.2294,"4-4",890,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",891,383.59579345,383.617273102,60.2599,88.9337,"4-4",891,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",892,403.592800652,403.648313,52.9964,86.5385,"4-4",892,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",893,437.45897392,437.506396528,54.7853,88.9982,"4-4",893,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",894,449.507668978,449.521616804,55.2326,88.3274,"4-4",894,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",895,453.261867445,453.282231271,58.8104,85.4204,"4-4",895,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",896,462.836217716,462.870529368,50.7603,81.619,"4-4",896,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",897,545.213234869,545.239456782,48.9714,75.5814,"1-4",897,2,"step.flat.trill","step.flat.trill"
"742-B5-A30_0021.flac",898,549.095474378,549.138991595,56.3506,84.5259,"4-4",898,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",899,549.69662605,549.720616311,52.7728,76.2522,"4-4",899,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",900,563.439146449,563.458394449,59.2576,86.9857,"4-4",900,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",901,563.664543317,563.683233404,59.034,84.9732,"4-4",901,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",902,565.302019018,565.31791954,62.6118,87.6565,"4-4",902,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",903,565.660757288,565.678889462,61.0465,88.3274,"4-4",903,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",904,566.003037124,566.042369994,51.4311,82.5134,"4-4",904,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",905,571.53530477,571.573242857,50.9839,89.4454,"4-4",905,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",906,588.299762821,588.335748212,49.8658,80.5009,"4-4",906,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",907,590.185788781,590.202247216,60.3757,85.644,"4-4",907,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",908,590.462234878,590.485388269,57.4687,84.3023,"4-4",908,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",909,602.223883914,602.250942697,54.7853,82.0662,"4-4",909,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",910,620.378382862,620.411578688,53.4436,84.3023,"4-4",910,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",911,633.101594735,633.134790561,56.3506,88.7746,"4-4",911,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",912,637.649983208,637.67704199,53.22,86.5385,"4-4",912,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",913,646.7314167,646.744527656,60.5993,86.3148,"4-4",913,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",914,646.949560699,646.973829916,57.4687,84.0787,"4-4",914,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",915,647.267850274,647.318341404,49.8658,79.1592,"4-4",915,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",916,675.971931198,675.98783172,57.4687,83.1843,"4-4",916,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",917,680.975855432,680.987571606,66.1896,99.0608,"4-4",917,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",918,694.418497386,694.435234777,68.2021,104.6512,"4-4",918,2,"step.trill","step.trill"
"742-B5-A30_0021.flac",919,838.906604425,838.919715381,55.6798,84.0787,"4-4",919,2,"step.trill","step.trill"
"742-B5-A30_0022.flac",920,28.741233681,28.790453627,56.686,96.1725,"4-4",920,2,"step.trill","step.trill"
"742-B5-A30_0022.flac",921,34.027261492,34.067532356,52.3256,94.4767,"4-6",921,2,"composed.complex","complex"
"742-B5-A30_0022.flac",922,39.414924447,39.4452874,58.8663,93.5078,"4-4",922,2,"step.trill","step.trill"
"742-B5-A30_0022.flac",923,46.608702426,46.650571341,52.3256,80.1841,"4-4",923,2,"step.trill","step.trill"
"742-B5-A30_0022.flac",924,56.571900846,56.60929522,56.686,88.905,"4-4",924,2,"step.trill","step.trill"
"742-B5-A30_0022.flac",925,59.491856761,59.508476483,59.8353,82.3643,"4-4",925,2,"step.trill","step.trill"
"742-B5-A30_0022.flac",926,65.070327583,65.116351428,53.1553,74.0291,"4-4",926,2,"step.trill","step.trill"
"742-B5-A30_0022.flac",927,67.346908838,67.401242544,50.9709,102.1845,"4-6",927,2,"composed.complex","complex"
"742-B5-A30_0022.flac",928,72.568694606,72.642524524,50.9709,80.3398,"4-4",928,2,"step.trill","step.trill"
"742-B5-A30_0022.flac",929,73.665275699,73.708742664,54.6117,92.233,"4-6",929,2,"composed.complex","complex"
"742-B5-A30_0022.flac",930,74.0465703,74.097707906,54.8544,92.233,"4-6",930,2,"composed.complex","complex"
"742-B5-A30_0022.flac",931,89.530069239,89.587599045,57.0388,90.0485,"4-6",931,2,"composed.complex","complex"
"742-B5-A30_0022.flac",932,89.825708521,89.873010806,59.2233,95.6311,"4-6",932,2,"composed.complex","complex"
"742-B5-A30_0022.flac",933,92.722971698,92.788811365,58.4951,99.2718,"4-6",933,2,"composed.complex","complex"
"742-B5-A30_0022.flac",934,93.85502976,93.898177115,58.7379,89.0777,"4-6",934,2,"composed.complex","complex"
"742-B5-A30_0022.flac",935,96.029016195,96.053306558,48.7864,72.0874,"4-4",935,2,"step.trill","step.trill"
"742-B5-A30_0022.flac",936,101.061592993,101.112730598,57.0388,88.5922,"4-6",936,2,"composed.complex","complex"
"742-B5-A30_0022.flac",937,102.358249967,102.413222893,53.3981,95.8738,"4-6",937,2,"composed.complex","complex"
"742-B5-A30_0022.flac",938,104.202079236,104.249701131,58.4951,88.1068,"4-4",938,2,"step.trill","step.trill"
"742-B5-A30_0022.flac",939,105.326786437,105.379522093,49.5146,83.2524,"4-4",939,2,"step.trill","step.trill"
"742-B5-A30_0022.flac",940,106.246943387,106.319175254,49.7573,85.4369,"4-6",940,2,"composed.complex","complex"
"742-B5-A30_0022.flac",941,107.562776793,107.601449607,58.4951,84.9515,"4-6",941,2,"composed.complex","complex"
"742-B5-A30_0022.flac",942,108.260165548,108.327283656,40.7767,72.3301,"4-4",942,2,"step.trill","step.trill"
"742-B5-A30_0022.flac",943,111.205690266,111.23765127,53.6408,83.4951,"4-4",943,2,"step.trill","step.trill"
"742-B5-A30_0022.flac",944,124.294353683,124.370740481,52.1845,86.4078,"4-6",944,2,"composed.complex","complex"
"742-B5-A30_0022.flac",945,126.562625077,126.656270818,52.9126,89.8058,"4-6",945,2,"composed.complex","complex"
"742-B5-A30_0022.flac",946,126.86433678,126.899493884,54.3689,79.3689,"4-4",946,2,"step.trill","step.trill"
"742-B5-A30_0022.flac",947,128.274775182,128.309932286,60.4369,96.1165,"4-6",947,2,"composed.complex","complex"
"742-B5-A30_0022.flac",948,134.822302438,134.879832244,54.3689,90.7767,"4-6",948,2,"composed.complex","complex"
"742-B5-A30_0022.flac",949,135.625481944,135.684609801,55.0971,73.5437,"4-4",949,2,"step.trill","step.trill"
"742-B5-A30_0022.flac",950,153.795941679,153.861461736,57.0388,101.4563,"4-6-4",950,3,"composed.complex","complex"
"742-B5-A30_0022.flac",951,160.966708161,161.020722257,58.9806,94.1748,"4-6",951,2,"composed.complex","complex"
"742-B5-A30_0022.flac",952,162.546859492,162.677899606,56.5534,91.2621,"4-6",952,2,"composed.complex","complex"
"742-B5-A30_0022.flac",953,165.176609666,165.201539248,59.466,99.2718,"4-4",953,2,"step.trill","step.trill"
"742-B5-A30_0022.flac",954,169.235654638,169.316515977,52.6699,88.5922,"4-6",954,2,"composed.complex","complex"
"742-B5-A30_0022.flac",955,169.913866791,169.980345678,55.8252,89.8058,"4-6",955,2,"composed.complex","complex"
