"sound.files","selec","start","end","bottom.freq","top.freq","subtypes","composed.subtype","count.subtypes","composed.subtype.label","subtype.label"
"742-B5-A30_0009.flac",231,30.857526706,30.896945262,55.7796,91.6219,"4-4",231,2,"step.trill","step.trill"
"742-B5-A30_0009.flac",232,33.320354934,33.361716657,57.3477,90.0538,"4-4",232,2,"step.trill","step.trill"
"742-B5-A30_0009.flac",233,38.635478005,38.678227706,54.6595,87.8136,"4-4",233,2,"step.trill","step.trill"
"742-B5-A30_0009.flac",234,38.99385393,39.057978482,31.586,73.4767,"4-4-4-4",234,4,"composed.complex","complex"
"742-B5-A30_0009.flac",235,39.626771952,39.668966462,52.8674,90.0538,"4-6",235,2,"composed.complex","complex"
"742-B5-A30_0009.flac",236,40.14587523,40.175577944,60.0358,92.2939,"4-4",236,2,"step.trill","step.trill"
"742-B5-A30_0009.flac",237,44.864445049,44.905529177,54.8835,92.5179,"4-6",237,2,"composed.complex","complex"
"742-B5-A30_0009.flac",238,45.711666767,45.745255818,53.9875,89.3817,"4-4",238,2,"step.trill","step.trill"
"742-B5-A30_0009.flac",239,47.580440337,47.621801825,56.8996,90.9498,"4-4",239,2,"step.trill","step.trill"
"742-B5-A30_0009.flac",240,47.81417548,47.864420259,53.0914,94.086,"4-4",240,2,"step.trill","step.trill"
"742-B5-A30_0009.flac",241,49.54775964,49.5869006,51.5233,84.2294,"4-4",241,2,"step.trill","step.trill"
"742-B5-A30_0009.flac",242,50.207882017,50.28782951,51.5233,88.4857,"4-4-4",242,3,"composed.complex","complex"
"742-B5-A30_0009.flac",243,51.00097262,51.045804287,53.7634,93.414,"4-4",243,2,"step.trill","step.trill"
"742-B5-A30_0009.flac",244,51.23914971,51.272461166,55.7796,87.8136,"4-4",244,2,"step.trill","step.trill"
"742-B5-A30_0009.flac",245,52.345368178,52.39172662,55.7796,92.7419,"4-4",245,2,"step.trill","step.trill"
"742-B5-A30_0009.flac",246,52.4725069,52.496102514,35.3943,60.0358,"1-4",246,2,"step.flat.trill","step.flat.trill"
"742-B5-A30_0009.flac",247,52.700412958,52.764259914,60.7079,90.9498,"4-4-4-4",247,4,"composed.complex","complex"
"742-B5-A30_0009.flac",248,53.623140826,53.720299238,34.7222,99.4624,"4-1-4-4-6",248,5,"composed.complex","complex"
"742-B5-A30_0009.flac",249,53.981794347,54.044530921,51.7473,87.1416,"4-4",249,2,"step.trill","step.trill"
"742-B5-A30_0009.flac",250,54.40207364,54.449264869,45.4749,87.8136,"6-6",250,2,"composed.complex","complex"
"742-B5-A30_0009.flac",251,54.644969433,54.702154098,53.0914,88.4857,"4-4-4",251,3,"composed.complex","complex"
"742-B5-A30_0009.flac",252,55.068025101,55.113828352,53.3154,86.2455,"4-4",252,2,"step.trill","step.trill"
"742-B5-A30_0009.flac",253,57.389001863,57.437025878,49.9552,86.6935,"4-6",253,2,"composed.complex","complex"
"742-B5-A30_0009.flac",254,57.660212814,57.711290379,34.9462,72.8047,"4-4",254,2,"step.trill","step.trill"
"742-B5-A30_0009.flac",255,58.072442259,58.119911083,57.3477,97.2222,"4-4",255,2,"step.trill","step.trill"
"742-B5-A30_0009.flac",256,58.367248823,58.402225852,53.7634,93.414,"4-4",256,2,"step.trill","step.trill"
"742-B5-A30_0009.flac",257,59.026538414,59.072064069,50.8513,88.2616,"6-4",257,2,"composed.complex","complex"
"742-B5-A30_0009.flac",258,63.705412318,63.747884424,50.8513,88.9337,"4-6",258,2,"composed.complex","complex"
"742-B5-A30_0009.flac",259,67.446290368,67.491816024,61.1559,94.7581,"4-4",259,2,"step.trill","step.trill"
"742-B5-A30_0009.flac",260,68.017027006,68.071435717,55.1075,94.9821,"4-4",260,2,"step.trill","step.trill"
"742-B5-A30_0009.flac",261,70.672784079,70.73635344,51.0753,90.2778,"4-4",261,2,"step.trill","step.trill"
"742-B5-A30_0009.flac",262,70.817966506,70.850167579,34.9462,73.9247,"1-1-4",262,3,"composed.complex","complex"
"742-B5-A30_0009.flac",263,71.366217911,71.39814139,51.9713,77.957,"4-4",263,2,"step.trill","step.trill"
"742-B5-A30_0009.flac",264,73.105631997,73.145605743,38.9785,77.509,"4-4",264,2,"step.trill","step.trill"
"742-B5-A30_0009.flac",265,75.612042291,75.637858669,57.1237,91.6219,"4-4",265,2,"step.trill","step.trill"
"742-B5-A30_0009.flac",266,77.574088121,77.593242207,53.3154,76.8369,"4-4",266,2,"step.trill","step.trill"
"742-B5-A30_0009.flac",267,77.75396998,77.799495636,51.2993,79.7491,"4-4",267,2,"step.trill","step.trill"
"742-B5-A30_0009.flac",268,78.03073284,78.071261777,54.4355,93.414,"4-4",268,2,"step.trill","step.trill"
"742-B5-A30_0009.flac",269,78.518745846,78.583147993,57.3477,95.4301,"4-4",269,2,"step.trill","step.trill"
"742-B5-A30_0009.flac",270,80.327835971,80.381411896,54.6595,92.5179,"4-4",270,2,"step.trill","step.trill"
"742-B5-A30_0009.flac",271,80.755333351,80.845274281,56.4516,95.2061,"4-6",271,2,"composed.complex","complex"
"742-B5-A30_0009.flac",272,81.168673178,81.217807575,49.9552,84.9014,"4-6",272,2,"composed.complex","complex"
"742-B5-A30_0009.flac",273,81.429057905,81.475416348,50.1792,84.9014,"4-4",273,2,"step.trill","step.trill"
"742-B5-A30_0009.flac",274,82.883658862,82.930850091,54.8835,87.3656,"4-6",274,2,"composed.complex","complex"
"742-B5-A30_0009.flac",275,83.197064323,83.238981238,54.8835,88.0376,"4-4",275,2,"step.trill","step.trill"
"742-B5-A30_0009.flac",276,88.457778264,88.495531246,56.2276,88.0376,"4-4",276,2,"step.trill","step.trill"
