Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	subtipos
1	Spectrogram 1	1	2.181151317	2.212603876	64438.0	75581.4	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
2	Spectrogram 1	1	3.406144575	3.433293100	65649.2	77034.9	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
3	Spectrogram 1	1	4.889379457	4.933413039	46511.6	59108.5	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
4	Spectrogram 1	1	6.713295479	6.737133208	62500.0	73401.2	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
5	Spectrogram 1	1	9.177519210	9.191755631	45784.9	58624.0	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
6	Spectrogram 1	1	9.184471881	9.223870350	63226.7	78488.4	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
7	Spectrogram 1	1	11.579830886	11.600357819	51356.6	58139.5	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
8	Spectrogram 1	1	11.594067307	11.622871230	64680.2	80910.9	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
9	Spectrogram 1	1	13.062735569	13.105113754	44573.6	62257.8	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
10	Spectrogram 1	1	14.132453127	14.176486709	46269.4	68556.2	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
11	Spectrogram 1	1	15.378305015	15.422669677	50629.8	78488.4	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	6
12	Spectrogram 1	1	15.814005551	15.839167598	61531.0	86724.8	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	6
13	Spectrogram 1	1	15.827910893	15.837181120	50387.6	57897.3	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
14	Spectrogram 1	1	16.325192052	16.377833704	59593.0	82606.6	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	6
15	Spectrogram 1	1	16.571846331	16.607271845	51598.8	64438.0	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
16	Spectrogram 1	1	17.130377211	17.157194656	50872.1	59593.0	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
17	Spectrogram 1	1	17.149248746	17.172093236	63226.7	81153.1	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	6
18	Spectrogram 1	1	18.309019506	18.331532916	65407.0	76065.9	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
19	Spectrogram 1	1	19.312520709	19.339007075	47238.4	54748.1	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
20	Spectrogram 1	1	20.909978923	20.932492333	54990.3	64195.7	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
21	Spectrogram 1	1	21.705893853	21.740326128	46996.1	53536.8	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
22	Spectrogram 1	1	24.121118073	24.165813815	56686.0	64680.2	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
23	Spectrogram 1	1	24.872337262	24.921337038	63226.7	78972.9	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
24	Spectrogram 1	1	25.106741596	25.125944211	50629.8	57170.5	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
25	Spectrogram 1	1	29.549164693	29.576313218	52567.8	61046.5	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
26	Spectrogram 1	1	29.810717376	29.843494253	51114.3	61288.8	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
27	Spectrogram 1	1	31.350236665	31.362817689	52567.8	61046.5	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
28	Spectrogram 1	1	31.534316729	31.558485538	52325.6	61288.8	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
29	Spectrogram 1	1	31.558816618	31.572721959	66133.7	76550.4	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
30	Spectrogram 1	1	32.261698189	32.273617054	63226.7	72674.4	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
31	Spectrogram 1	1	32.282225123	32.299441260	63226.7	70736.4	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
32	Spectrogram 1	1	32.249117166	32.265671144	50872.1	55959.3	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
33	Spectrogram 1	1	32.631844971	32.661311052	51841.1	61046.5	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
34	Spectrogram 1	1	33.974372093	34.003507095	43362.4	54990.3	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
35	Spectrogram 1	1	34.002182777	34.024696187	62742.2	72189.9	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
36	Spectrogram 1	1	34.987806124	35.045745048	46027.1	56201.6	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
37	Spectrogram 1	1	35.500648023	35.528789787	66376.0	79699.6	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
38	Spectrogram 1	1	36.116124765	36.158834029	63469.0	82122.1	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	6
39	Spectrogram 1	1	36.109172094	36.119766640	50145.3	57170.5	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
40	Spectrogram 1	1	36.598176441	36.621020931	54748.1	64195.7	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
41	Spectrogram 1	1	36.614068260	36.623669568	73158.9	86240.3	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
42	Spectrogram 1	1	37.959906002	38.017182767	48691.9	58381.8	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
43	Spectrogram 1	1	39.376925851	39.432547218	50387.6	59835.3	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
44	Spectrogram 1	1	40.524778187	40.560203700	66860.5	84060.1	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
45	Spectrogram 1	1	41.313740446	41.358436188	49660.9	61773.3	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
46	Spectrogram 1	1	42.502977728	42.524497900	51841.1	60077.5	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
47	Spectrogram 1	1	42.525160059	42.558599096	64195.7	81153.1	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	6
48	Spectrogram 1	1	43.309818108	43.356500327	48207.4	63469.0	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
49	Spectrogram 1	1	43.652154206	43.695194550	61773.3	82606.6	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
50	Spectrogram 1	1	45.977656039	46.021689621	55232.6	86967.1	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	6
51	Spectrogram 1	1	46.493808910	46.536187095	49660.9	60077.5	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
52	Spectrogram 1	1	46.945732345	46.970563313	51841.1	62984.5	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
53	Spectrogram 1	1	47.644972041	47.682715112	51356.6	61531.0	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
54	Spectrogram 1	1	49.252693105	49.315598223	47238.4	53536.8	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
55	Spectrogram 1	1	50.592571591	50.612767444	53294.6	61531.0	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
56	Spectrogram 1	1	50.885576833	50.911401039	55474.8	63469.0	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
57	Spectrogram 1	1	50.909414562	50.922657744	65164.7	80910.9	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
58	Spectrogram 1	1	52.429400156	52.492636354	49660.9	56201.6	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
59	Spectrogram 1	1	53.052160473	53.097518373	66376.0	88662.8	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	6
60	Spectrogram 1	1	53.080302236	53.099173771	43120.2	57412.8	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	4
61	Spectrogram 1	1	53.292855143	53.325963100	67102.7	87451.6	742-B5-A30_0017.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0017.flac	6
