Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	subtipos
1	Spectrogram 1	1	21.909841516	21.926231686	32482.1	48163.1	742-B5-A30_0067.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0067.flac	6
2	Spectrogram 1	1	40.983636651	40.999480482	57123.7	62276.0	742-B5-A30_0067.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0067.flac	4
3	Spectrogram 1	1	175.323813139	175.342115496	32482.1	48387.1	742-B5-A30_0067.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0067.flac	6
4	Spectrogram 1	1	343.295267836	343.308653142	56227.6	62724.0	742-B5-A30_0067.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0067.flac	1
5	Spectrogram 1	1	343.318760413	343.328594515	53987.5	60707.9	742-B5-A30_0067.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0067.flac	4
6	Spectrogram 1	1	343.391969840	343.412184383	22625.4	33602.2	742-B5-A30_0067.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0067.flac	4
7	Spectrogram 1	1	415.800496035	415.814154510	21505.4	25761.6	742-B5-A30_0067.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0067.flac	1
8	Spectrogram 1	1	498.521725382	498.534837518	27777.8	45250.9	742-B5-A30_0067.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0067.flac	6
9	Spectrogram 1	1	588.361202359	588.371036461	21953.4	31138.0	742-B5-A30_0067.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0067.flac	4
10	Spectrogram 1	1	616.383214721	616.391682976	23745.5	32930.1	742-B5-A30_0067.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0067.flac	4
11	Spectrogram 1	1	616.380209857	616.390863467	34722.2	40770.6	742-B5-A30_0067.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0067.flac	4
12	Spectrogram 1	1	616.651467352	616.661847794	31081.1	36036.0	742-B5-A30_0067.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0067.flac	4
13	Spectrogram 1	1	616.650374674	616.660755116	24774.8	28828.8	742-B5-A30_0067.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0067.flac	1
14	Spectrogram 1	1	616.683155015	616.693262286	31531.5	36936.9	742-B5-A30_0067.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0067.flac	4
15	Spectrogram 1	1	685.870189404	685.884940557	49774.8	58108.1	742-B5-A30_0067.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0067.flac	4
16	Spectrogram 1	1	754.398611946	754.413909438	66216.2	70495.5	742-B5-A30_0067.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0067.flac	1
17	Spectrogram 1	1	764.883681925	764.920013469	22297.3	37387.4	742-B5-A30_0067.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0067.flac	4
18	Spectrogram 1	1	824.628062523	824.644452693	69819.8	77477.5	742-B5-A30_0067.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0067.flac	4
