Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	subtipos
1	Spectrogram 1	1	149.330689292	149.355900019	47939.1	55331.5	742-B5-A30_0122.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0122.flac	4
2	Spectrogram 1	1	151.336189879	151.348656722	47939.1	53987.5	742-B5-A30_0122.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0122.flac	4
3	Spectrogram 1	1	217.234568860	217.243988252	43010.8	50403.2	742-B5-A30_0122.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0122.flac	4
4	Spectrogram 1	1	227.482595794	227.496170801	45026.9	50403.2	742-B5-A30_0122.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0122.flac	4
5	Spectrogram 1	1	279.576849124	279.586268516	57366.1	64508.9	742-B5-A30_0122.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0122.flac	4
6	Spectrogram 1	1	539.062120348	539.073201987	42410.7	54687.5	742-B5-A30_0122.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0122.flac	4
7	Spectrogram 1	1	647.433107305	647.443357821	45535.7	52232.1	742-B5-A30_0122.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0122.flac	4
8	Spectrogram 1	1	789.087532081	789.108864235	27901.8	37500.0	742-B5-A30_0122.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0122.flac	4
9	Spectrogram 1	1	831.742438460	831.760446122	44866.1	52678.6	742-B5-A30_0122.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0122.flac	4
10	Spectrogram 1	1	887.411072457	887.422431137	22098.2	27678.6	742-B5-A30_0122.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0122.flac	4
