Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	subtipos
1	Spectrogram 1	1	0.390233791	0.430200216	63711.200	83575.600	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	6
2	Spectrogram 1	1	0.517991451	0.560427712	47965.100	89631.800	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	6
3	Spectrogram 1	1	1.070332568	1.092112025	72432.200	84302.300	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	4
4	Spectrogram 1	1	0.864657494	0.886886012	70978.700	85271.300	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	4
5	Spectrogram 1	1	1.466847876	1.481666887	58866.300	64922.500	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	4
6	Spectrogram 1	1	1.481217826	1.488851863	76065.900	83091.100	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	4
7	Spectrogram 1	1	1.587645273	1.618630480	55474.800	71947.700	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	4
8	Spectrogram 1	1	1.610771913	1.619753132	74854.700	87936.000	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	6
9	Spectrogram 1	1	1.706645823	1.729547932	52567.800	62015.500	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	4
10	Spectrogram 1	1	2.489790463	2.502364170	75096.900	81879.800	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	4
11	Spectrogram 1	1	2.918867604	2.939075347	52325.600	64195.700	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	4
12	Spectrogram 1	1	2.930543189	2.936830043	66618.200	81637.600	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	4
13	Spectrogram 1	1	3.246008148	3.265317770	73643.400	85998.100	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	4
14	Spectrogram 1	1	3.479519242	3.526895173	55474.800	67587.200	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	4
15	Spectrogram 1	1	3.508034613	3.518587546	72189.900	97626.000	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	6
16	Spectrogram 1	1	3.606378963	3.651734120	51598.800	65164.700	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	4
17	Spectrogram 1	1	3.719542324	3.734361336	46269.400	58866.300	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	4
18	Spectrogram 1	1	4.015697240	4.042416367	51356.600	60804.300	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	4
19	Spectrogram 1	1	4.026699233	4.042640897	64195.700	78972.900	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	6
20	Spectrogram 1	1	4.248535165	4.259986219	50872.100	58624.000	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	4
21	Spectrogram 1	1	4.720272915	4.744522207	70978.700	89147.300	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	6
22	Spectrogram 1	1	5.208626343	5.246796525	62742.200	94476.700	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	6
23	Spectrogram 1	1	6.041858406	6.058024600	54263.600	64680.200	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	4
24	Spectrogram 1	1	6.055554765	6.063188801	70494.200	85755.800	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	6
25	Spectrogram 1	1	6.669644839	6.688056338	72189.900	88178.300	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	6
26	Spectrogram 1	1	6.776296212	6.812445619	48207.400	63469.000	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	4
27	Spectrogram 1	1	7.195045374	7.216824830	53779.100	66376.000	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	4
28	Spectrogram 1	1	7.212334220	7.224009805	75096.900	94234.500	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	6
29	Spectrogram 1	1	7.824628291	7.854266314	48934.100	86724.800	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	6
30	Spectrogram 1	1	8.735996778	8.769676350	53294.600	87693.800	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	6
31	Spectrogram 1	1	9.371866309	9.403525106	54505.800	93265.500	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	6
32	Spectrogram 1	1	10.983993453	10.995444507	50872.100	64438.000	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	4
33	Spectrogram 1	1	10.990729367	11.011610702	71220.900	87693.800	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	6
34	Spectrogram 1	1	11.497718825	11.546666470	51356.600	65891.500	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	4
35	Spectrogram 1	1	11.524662483	11.531398397	67345.000	87693.800	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	6
36	Spectrogram 1	1	11.821716125	11.867969403	58624.000	97868.200	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	6
37	Spectrogram 1	1	12.154470113	12.200947922	52567.800	64922.500	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	4
38	Spectrogram 1	1	12.185230788	12.194661069	66376.000	85755.800	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	4
39	Spectrogram 1	1	12.463199158	12.488346571	61531.000	67829.500	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	1
40	Spectrogram 1	1	12.495307016	12.525618631	55959.300	84786.800	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	6
41	Spectrogram 1	1	12.615879884	12.669318138	51841.100	74370.200	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	4
42	Spectrogram 1	1	12.826264761	12.838389406	63226.700	70009.700	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	4
43	Spectrogram 1	1	12.912933526	12.925731763	49418.600	56686.000	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	4
44	Spectrogram 1	1	13.413635708	13.455622907	47480.600	76308.100	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	4
45	Spectrogram 1	1	14.792700819	14.824359616	59835.300	100775.200	742-B5-A30_0047.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0047.flac	6
