Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	subtipos
1	Spectrogram 1	1	0.192250414	0.230832400	68314.0	89874.0	742-B5-A30_0011.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0011.flac	6
2	Spectrogram 1	1	0.183017118	0.196867062	58866.3	66133.7	742-B5-A30_0011.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0011.flac	4
3	Spectrogram 1	1	0.419455272	0.461994386	40939.9	51841.1	742-B5-A30_0011.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0011.flac	4
4	Spectrogram 1	1	0.441549231	0.461664626	64680.2	73401.2	742-B5-A30_0011.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0011.flac	4
5	Spectrogram 1	1	1.023903568	1.040061836	48449.6	57170.5	742-B5-A30_0011.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0011.flac	4
6	Spectrogram 1	1	2.920685501	2.963554376	50872.1	62742.2	742-B5-A30_0011.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0011.flac	4
7	Spectrogram 1	1	4.433296544	4.461655953	56928.3	69767.4	742-B5-A30_0011.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0011.flac	4
8	Spectrogram 1	1	4.446816728	4.453741700	70009.7	83575.6	742-B5-A30_0011.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0011.flac	4
9	Spectrogram 1	1	4.993559405	5.020599772	53536.8	61531.0	742-B5-A30_0011.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0011.flac	4
10	Spectrogram 1	1	6.141784752	6.179047697	57655.0	67102.7	742-B5-A30_0011.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0011.flac	4
11	Spectrogram 1	1	6.135519302	6.145412119	51356.6	57170.5	742-B5-A30_0011.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0011.flac	4
12	Spectrogram 1	1	7.047966454	7.083910356	68314.0	88905.0	742-B5-A30_0011.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0011.flac	6
13	Spectrogram 1	1	7.086218680	7.116556653	47238.4	65891.5	742-B5-A30_0011.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0011.flac	4
14	Spectrogram 1	1	9.322983149	9.354640164	57170.5	71705.4	742-B5-A30_0011.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0011.flac	4
15	Spectrogram 1	1	9.342109263	9.357278249	75823.6	88662.8	742-B5-A30_0011.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0011.flac	4
16	Spectrogram 1	1	10.215644492	10.239387253	52325.6	57170.5	742-B5-A30_0011.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0011.flac	4
17	Spectrogram 1	1	10.235759887	10.262140733	63469.0	77519.4	742-B5-A30_0011.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0011.flac	4
18	Spectrogram 1	1	16.354793379	16.376557577	52325.6	64195.7	742-B5-A30_0011.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0011.flac	4
19	Spectrogram 1	1	16.366005238	16.372930210	70736.4	83817.8	742-B5-A30_0011.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0011.flac	4
20	Spectrogram 1	1	16.883728986	16.892962282	71947.7	77034.9	742-B5-A30_0011.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0011.flac	4
21	Spectrogram 1	1	20.458990916	20.476797987	54748.1	66376.0	742-B5-A30_0011.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0011.flac	4
22	Spectrogram 1	1	20.835907074	20.876467625	60804.3	73158.9	742-B5-A30_0011.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0011.flac	4
23	Spectrogram 1	1	21.215791078	21.252064741	59350.8	72916.7	742-B5-A30_0011.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0011.flac	4
24	Spectrogram 1	1	23.421558054	23.456842435	50629.8	59593.0	742-B5-A30_0011.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0011.flac	4
25	Spectrogram 1	1	24.463601111	24.495917647	52567.8	62984.5	742-B5-A30_0011.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0011.flac	4
26	Spectrogram 1	1	28.448096174	28.491954330	50872.1	71705.4	742-B5-A30_0011.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0011.flac	4
